()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:...
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:This will take a while...
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:Can't be helped. Looks like we weren't thorough enough during the previous clean-up. +Let's notify the Commander and start searching from here.
()<Speaker></Speaker>||:... +Dawn turns to dusk, and back to dawn again. +When the central cortex of the final mech is completely crushed, Groza straightens up with the setting sun behind her back and gestures at M16A1 that all is clear.
M16A1BOSS(0)<Speaker>M16A1</Speaker>||:This has dragged on for longer than I thought.
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:Who would've thought this would take days? I didn't expect we'd have to run so far after these mechs. +Good thing we had informed the Commander before we set off, but by now...the party has probably started without us.
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:Were you looking forward to the party?
M16A1BOSS(0);OTs14(0)<Speaker>OTs-14</Speaker>||:Sure. Everyone having fun eating, chatting, and enjoying the peace and quiet... +Doesn't that beat firing a gun?
M16A1BOSS(0)<Speaker>M16A1</Speaker>;OTs14(0)||:You're right. I hope they have booze at the party... Come. If we hurry, we might still make it before they wrap things up.
M16A1BOSS(0);OTs14(0)<Speaker></Speaker>||<黑屏1>:Groza nods. The two Dolls board the chopper that has come to transport them back to base.
()<Speaker></Speaker>||<黑屏2><BIN>83</BIN><BGM>BGM_Empty</BGM>:When they arrive, they are greeted by an astonishing turn of events.
NPC-Kalin(0)<Speaker>Kalina</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>Welcome back, Groza and M16!</color> +<color=#00CCFF>The banquet is almost over, please put on the evening dresses that the Commander has prepared for you before you make your entrance~</color>
NPC-Kalin(0);OTs14(0)<Speaker>OTs-14</Speaker>||<BGM>BGM_Hello</BGM>:"Banquet"?
NPC-Kalin(0)<Speaker>Kalina</Speaker>;OTs14(0)||:Huh? Wasn't it your idea to organize a banquet to begin with?
NPC-Kalin(0);OTs14(0)<Speaker>OTs-14</Speaker>||<SE1>AVG_tele_disconnect</SE1><黑屏1>:I did receive an update from the Commander halfway through the mission, but I certainly didn't foresee that it has grown so much in scale. +But there's nothing wrong with that.
()<Speaker></Speaker>||<黑屏2><BIN>139</BIN><BGM>BGM_Empty</BGM>:By the time they're properly dressed, the banquet is already at its end. +The stereo system starts playing a relaxing piece, signifying the start of the ball. +Groza slips into the venue discreetly through the side door. She fetches a glass of champagne and silently observes the other Dolls' merrymaking by the dance floor.
OTs14(6)<Speaker>OTs-14</Speaker>||<BGM>BGM_Moon</BGM>:Champagne, music, calm. +All I need is a dance partner and the night would be perfect.
OTs14(6)<Speaker></Speaker>||:She mutters to herself as she shifts her gaze to the center of the dance floor. +Under the spotlight, the Commander is dancing with M16A1. +Groza smiles and continues to sip her champagne contently. +Song after song is played, different Dolls come and go on the dance floor. +At last, the ball is coming to an end.
NPC-Kalin(1)<Speaker>Kalina</Speaker>||:Now, may I have everyone's attention, please? +Did you have fun tonight?
NPC-Kalin(1)<Speaker>T-Dolls</Speaker>||:Yes!
NPC-Kalin(1)<Speaker>Kalina</Speaker>||:Then let's begin the final activity for our celebration – a photography exhibition just for tonight! +Our photographers KSVK and M200 have documented many special moments throughout this event with their camera lenses, from preparation to present! Will you be able to spot yourselves in the photos? +While you admire their work, don't forget to vote for your favorite picture~
OTs14(6)<Speaker>OTs-14</Speaker>||:What an interesting activity they've come up with.
OTs14(6)<Speaker></Speaker>||:Groza looks up. +All the photographs are projected onto the wall – roses on the battlefield, a bird's eye view of the ball, etc.
OTs14(6)<Speaker>OTs-14</Speaker>||:Such... Hm? The photo that's receiving an influx of votes...
()<Speaker></Speaker>||:A photo that's growing rapidly in size due to its popularity draws her attention. +It's a photo of her sitting by the dance floor. It shows her lightly swirling her champagne flute and smiling at something on the dance floor.
NPC-Kalin(1)<Speaker>Kalina</Speaker>||:Ooooh, looks like we have two potential winners! +Now who will take first place, "Ruler of the Banquet" or "Blazer of the Trail"? +Please look forward to the result announcement!
OTs14(6)<Speaker>OTs-14</Speaker>||:...Ha. They've really put a lot of thought into this.
OTs14(6)<Speaker></Speaker>||:She chuckles and looks away. +The faint sense of melancholy still lingers in her heart, but it doesn't matter whose photo ends up winning tonight. +She rises to her feet and walks up to M200, who is still clutching her camera, and the rest of the Dolls.
M200(3)<Speaker>M200</Speaker>||:Oh, Groza!
M1911(2)<Speaker>M1911</Speaker>||:Ah, I was just looking for you! Welcome back!
OTs14(6)<Speaker>OTs-14</Speaker>||:Yes, I'm back.
NPC-Kalin(1)<Speaker>Kalina</Speaker>||<黑屏1>:Voting is now closed! +And the final winner is—
