()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()||<黑点2><BIN>87</BIN><BGM>BGM_Empty</BGM>:バーの中は明るく、ホールを行き来する人々は物静かで整然としている。//n舞台上から放たれる歌声だけが、//n吹き抜けの天井をリズミカルに打ち鳴らしていた。+デザートイーグルとアイドル予備生たちは、//n空いたテーブルのひとつに腰を落ち着け、//nフルーツティーを3つ注文した。
P38(2)<Speaker>P38</Speaker>||:こんなところに来るの、初めてです……
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||<黑点1>:緊張せずとも大丈夫ですわ、わたくしたちは客なのですから。+ショーを楽しみましょう。
()<Speaker>舞台の歌手</Speaker>||<黑点2><BGM>10005</BGM>:「恐怖からは逃れられない……」+「いつも希望を押し隠して……」+観客席の皆……+「私たちはあきらめない！」+「心の炎は消せやしない！」+「空を見上げるたび――」
P38(2)<Speaker>P38</Speaker>||:すごい……
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:それは、どのように？
P38(2)<Speaker>P38</Speaker>||:あの人、みんなの気持ちを完璧に掴んでます……+こんなに離れた場所から見ても、//nルックスは全然崩れてないですし……
HK45(2)<Speaker>Gr HK45</Speaker>||:隣のダンサーもだね。//nフロアのお客さんを上手く盛り上げてる。//n情熱に溢れてるし、それにパワーもある。
SpectreM4(0)<Speaker>スペクトラM4</Speaker>||:伴奏……伴奏してるとこ、眼に焼き付けなきゃ。
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:このパフォーマンスについて、//n貴方はどうお考えかしら？
P38(2)<Speaker>P38</Speaker>||:たくさん練習を積んだんですよね、きっと。
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:あちらのグループは、//nS11地区の戦闘をくぐり抜けていらした方々ですのよ。
P38(2)<Speaker>P38</Speaker>||:えっ……大撤退の時のですか！？
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:ええ。あのお方は、退役した軍人でいらっしゃるわ。
P38(2)<Speaker>P38</Speaker>||:……
()||:P38が無意識に自分の銃に触れようとするも、//n武器を携帯していないことに気づく。
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:もう敵ではありませんよ、P38。//n今の彼女は、グループを率いて歌を披露する、//nアーティストの一人に過ぎませんわ。
P38(2)<Speaker>P38</Speaker>||:でも……+……わ、わかりました。
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:おわかりかしら？//nこの歌声の中に込められた感情が……+彼女は自らの経験と想いを取り入れた歌を、//nこうして毎日のように歌い続けていらっしゃるのですわ。
P38(2)<Speaker>P38</Speaker>||:気持ちが込められているから、こんなに感動するんだ……//n人間のやり方ですね。
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:人形にだって、不可能ではありませんわ。
HK45(2)<Speaker>Gr HK45</Speaker>||:……なんだか、わかった気がする。
P38(2)<Speaker>P38</Speaker>||:え、何が？
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:心とは、なんだと思いますか、P38？
P38(2)<Speaker>P38</Speaker>||:心……メンタルのことですか？+私たちが思考するためのベース……ですかね。
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:人間の「心」も、同じことですわ。+わたくしたちのメンタルは、人間の脳を模して造られたもの。//n完全とは言い難いですけれど、//n少なくとも記憶を担う役割は果たせておりますわ。
P38(2)<Speaker>P38</Speaker>||:記憶……出荷時の初期設定と、//n今までの記憶が、私を象っている……+まるで……戦争を経験した、あの人と同じ……？
DesertEagle(0)<Speaker>デザートイーグル</Speaker>||:記憶はメンタルを礎とし、暮らしの中で培われ、//nやがては経験へと総括される。+わたくしたちにとっては、//nメンタルに含まれる全ての情報が財産ですわ。//nその点は人間と相違ありませんわね。+真に光り輝くのはルックスだけではなく、心もそうですわ。+異なる経験と心境からは、全く違った色彩が生まれるもの。+歌と踊りによって綾成される光芒こそ、//n観客の心を射止める最も大切な要素に他なりませんわ。
P38(2)<Speaker>P38</Speaker>||:だから自分の部屋で歌っている時が一番うまくいくんですね……//nバラードが好きなのは、私の心がそう望んでいるから……+私、分かった気がします！//n先輩が私たちに教えようとしていること！
()||:デザートイーグルは優しく微笑んで頷いた。
()<Speaker>舞台の歌手</Speaker>||<黑屏1>:「待ってなどいられない、今すぐ旅立つの――」+「ここで死ぬわけにはいかない、それが私の戦う理由！」
