()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
Welrod(0)<Speaker>維爾德</Speaker>||<BGM>BGM_Moon</BGM>:也就是說，大家都是被淘汰的人形，如果不躲在這裡的話就會被銷毀？
sub2000(5)<Speaker>米希亞</Speaker>;Welrod(0)||:就是這樣。+你也看見了，掃掃和我這樣相對完整的人形反而是少數……反正大家都是混日子，但是沒誰想被銷毀。
sub2000(5);Welrod(0)<Speaker>維爾德</Speaker>||:你偷水泥，也是為了把這個漏風的地方修一修？
sub2000(5);Welrod(0)<Speaker></Speaker>||:聽到這句話，矮小的掃地機器人跳了跳。
sub2000(5);Welrod(0)<Speaker>掃掃</Speaker>||:下雨的時候，還會漏雨……
NPC-PasserbyF(0);Welrod(0)<Speaker>維爾德</Speaker>||:即使如此，這也是犯罪。
sub2000(2)<Speaker>米希亞</Speaker>;Welrod(0)||:但你也是人形吧，大小姐？+如果你把我帶走，光憑掃掃是不可能拿回足夠的物資的。
sub2000(2);Welrod(0)<Speaker>維爾德</Speaker>||:那是盜竊。
sub2000(2)<Speaker>米希亞</Speaker>;Welrod(0)||:也有一部分是從垃圾堆裡翻出來的，這不算偷。+總之，我現在不能走。
sub2000(2);Welrod(0)<Speaker></Speaker>||:面對人形們閃爍著敵意的目光，維爾德一時間沉默了。
sub2000(2);Welrod(0)<Speaker>維爾德</Speaker>||:<color=#A9A9A9>都沒有武器，我可以輕鬆地消滅掉全部……</color>+<color=#A9A9A9>但是就像米希亞說的，我也是人形，一樣不想被銷毀，己所不欲勿施於人。</color>+<color=#A9A9A9>該怎麼做？</color>
sub2000(2)<Speaker>米希亞</Speaker>;Welrod(0)||:總之，你要是願意高抬貴手放我一馬的話……
sub2000(2);Welrod(0)<Speaker>維爾德</Speaker>||:不可能。
sub2000(2)<Speaker></Speaker>;Welrod(0)||:聽到這句話，米希亞皺起眉頭。+人形們也騷動起來，似乎想要衝向維爾德。
sub2000(5);Welrod(0)<Speaker>維爾德</Speaker>||:但是我可以幫助你們。+等大家能自力更生之後，你要保證再也不去偷東西。
sub2000(2)<Speaker>米希亞</Speaker>;Welrod(0)||:幫我們？你要怎麼幫我們？+求職，還是物資援助？大家都是淘汰了三五輪的人形了，怎麼可能還找得到工作。
sub2000(2);Welrod(0)<Speaker>維爾德</Speaker>||:嗯……首先，我這裡還有些存款。+我會買一些零件來，先保證大家都能行動，然後再考慮向收入不那麼高的人群提供家政服務，能換多少錢換多少錢。
sub2000(5)<Speaker>米希亞</Speaker>;Welrod(0)||:我很感謝你願意幫助他們。+但是請記住，無論他們還是我，和你的工作環境都完全不是一回事，不要用你的思考理所當然地代入我們。+在我們的環境裡，不是說出來的事情就一定能被解決，不是伸出手就一定會被回應。
sub2000(5);Welrod(0)<Speaker>維爾德</Speaker>||:但如果只是給你們一些物資就走的話，很難解決掉問題吧？+判決只是一瞬間，但我們的運行時間卻不只有一秒。+想掐斷罪惡的源頭，那就必須先從根部改變。
sub2000(5)<Speaker>米希亞</Speaker>;Welrod(0)||:漂亮話誰都會說。
sub2000(5);Welrod(6)<Speaker>維爾德</Speaker>||<黑屏1>:我可是精英人形，言出必行。+在找到讓大家自力更生的方法之前，我會留在這裡。
()<Speaker></Speaker>||<BIN>86</BIN><黑屏2><BGM>BGM_Empty</BGM>:……次日早晨。
Welrod(0)<Speaker>維爾德</Speaker>||<BGM>m_avg_casual</BGM>:呃……這種型號該怎麼裝眼睛？直接塞進去可以嗎？
NPC-PasserbyM(0)<Speaker>掉了一隻眼睛的人形</Speaker>;Welrod(0)||:嘎……嘎！
sub2000(2)<Speaker>米希亞</Speaker><Shake>;Welrod(0)||:你別這麼用力！鎖匠說他自己能行，你把眼球給他就可以。
sub2000(2)<Speaker>掃掃</Speaker>;Welrod(0)||:鏡子在這裡！
Welrod(0)<Speaker>維爾德</Speaker>||:他會修自己？
sub2000(5)<Speaker>米希亞</Speaker>;Welrod(0)||:他是修理型號，原本就是做這行的。+等他弄好自己的眼球和聲帶，就讓他負責修其他人吧。
sub2000(5);Welrod(0)<Speaker>維爾德</Speaker>||:好，維修就拜託鎖匠。+我看你們不太缺能源，是怎麼做到的？
sub2000(5)<Speaker>米希亞</Speaker>||:有人類淘汰的太陽能板，輪流充電應付日常生活還是可以的。
()<Speaker></Speaker>||:維爾德點點頭，在小本子上劃掉了一項。+她掃視周圍，廢棄的人形們圍在鎖匠身邊，它們的表情仍然灰暗，似乎陽光永遠照不到它們身上。+但它們仍然在等待，等待著輪到自己被修理的那一刻到來。
Welrod(6)<Speaker>維爾德</Speaker>||:會好起來的。
()<Speaker></Speaker>||<黑屏1>:她對著這片狼藉的巷道如此許諾。
