()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||:1時間後。+セルジュコフは隅っこの段ボールの中に隠れていた88式を海辺まで連れてきた。一面に広がる碧い海と、空に一片の雲もなく、輝く太陽はすべてを明るく照らしている。+しかし、88式は目を閉じたまま、セルジュコフの隣でずっとぷるぷると震えていた。
SPS(2)<Speaker>セルジュコフ</Speaker>||<黑屏1>:（私が初めて海での任務を受けた時も、こんなに感じに震えていたのでしょうか？）
()<Speaker></Speaker>||<回忆><BIN>163</BIN><黑屏2><BGM>BGM_Sneak</BGM>:……
SPS(0)<Speaker>セルジュコフ</Speaker>||:深呼吸してリラックス。+海での任務でも、陸地とそんなに変わりありません。+あなたは専門的な訓練を受けている人形だから、そんな新人みたいに振舞うわけにはいきませんよ……
SPS(0)<Speaker>セルジュコフ</Speaker>||:よし、セルジュコフ。+今から五つを数えて、一になった時、自信を持って任務を受けに行きなさい。
SPS(0)<Speaker>セルジュコフ</Speaker>||:5……4……3……+2……+1.9……1.8……1.7……
SPS(0)<Speaker>セルジュコフ</Speaker>||:……+何をしているの……+まったく……バカバカしい……
ADS(0)<Speaker>ADS</Speaker>||:みんな準備てきたよね？+ここに来て集合！+これからうちが任務の内容を説明する。
SPS(0)<Speaker>セルジュコフ</Speaker>||:慌てるな、自信を持って、優雅に！+セルジュコフ、あなたならきっと大丈夫！
()<Speaker></Speaker>||:……
ADS(0)<Speaker>ADS</Speaker>||:……という感じの任務よ。+みんな何か質問ある？
()<Speaker>小隊全員</Speaker>||:ありません！
ADS(0)<Speaker>ADS</Speaker>||:よし、じゃあみんな各自準備運動してから解散！+セルジュコフ、ちょっとこっち来て。
SPS(0)<Speaker>セルジュコフ</Speaker>||:何か、特別な任務でしょうか？
ADS(0)<Speaker>ADS</Speaker>||:違うよ。+なんだかとても緊張しているみたいだから。+ちょっと話を聞いてみたいな。
SPS(0)<Speaker>セルジュコフ</Speaker>||:ありがとうございます。+しかし、緊張しているというよりは、ただ周囲を警戒しているだけですので。
SPS(0)<Speaker>セルジュコフ</Speaker>||:（もうバレましたか……）+（出発前はあんなに予習しましたのに。）+（グリフィン掲示板で「初めての海上任務でどうすれば経験豊富のように見せれますか？」の回答を全部丸暗記して……）
ADS(0)<Speaker>ADS</Speaker>||:「もし緊張しているのがバレたら、軽く周囲を警戒していると答えればいい」+そうそう、グリフィン掲示板で「初めての海上任務でどうすれば経験豊富のように見せれますか？」のスレをまとめたのはうちなんだよ、匿名ではあるけど。+まぁでも、その答えを聞けてむしろ安心したよ。
SPS(0)<Speaker>セルジュコフ</Speaker>||:……
ADS(0)<Speaker>ADS</Speaker>||<黑点1>:みんなこっちを見てるから、あっちの倉庫に行こうか。
ADS(0)<Speaker>ADS</Speaker>||<BGM>BGM_Empty</BGM><黑点2><BIN>89</BIN>:セルジュコフ、海上任務は初めてなんだよね？
SPS(0)<Speaker>セルジュコフ</Speaker>||:……+はい、ですがそれは別に――
ADS(0)<Speaker>ADS</Speaker>||<BGM>m_avg_casual</BGM>:言いたいことは分かってるよ、セルジュコフ。+うちもあなたのことを信じてるから、この小隊に入れたんだよ。
SPS(0)<Speaker>セルジュコフ</Speaker>||:ありがとうございます……
ADS(0)<Speaker>ADS</Speaker>||:うちはね、こんな見た目だから、初めて一緒に任務をする人形によく信じてもらえないんだ。+いっつも子ども扱いをされて、構ってはくれるんだけど、一緒に任務を真面目にやってくれないの。+だからね、セルジュコフ、本当はありがとうって言いたいのはこっちなんだよ。
SPS(0)<Speaker>セルジュコフ</Speaker>||:……
ADS(0)<Speaker>ADS</Speaker>||:さて、じゃあ次は海上での任務について説明してあげるね。+セルジュコフは今までずっと陸での任務を受けてきたんでしょ？+正直そんなに違いはないと思うけど……
SPS(0)<Speaker>セルジュコフ</Speaker>||:ですよね！私もそう思っています！
ADS(0)<Speaker>ADS</Speaker>||:うん！それで少し注意する必要があるのは……
()<Speaker></Speaker>||:……
()<Speaker></Speaker>||:…………
()<Speaker></Speaker>||:1時間後。
ADS(0)<Speaker>ADS</Speaker>||:こんなところかな。+残りは実戦の中で教えてあげるね。
SPS(0)<Speaker>セルジュコフ</Speaker>||:……
ADS(0)<Speaker>ADS</Speaker>||:ねぇ、知ってる？うち、水の中での任務が好き、その中でも特に海での任務が大好きなの！+この前海の中でクラゲを見たんだよ、あんなにきれいで儚くて、海の中でゆらゆらしている感じはまるで夢みたい。+もし後で見かけたら、見せてあげるね！
SPS(0)<Speaker>セルジュコフ</Speaker>||:はい、私も海の中の生物をまだ見たことありません。+そういえば、そろそろ任務を始めても……
ADS(0)<Speaker>ADS</Speaker>||:今回の任務は二人一組でやるんだよ。+他の人たちの組み合わせはもう決めてあるから、うちのパートナーはあなたがやってよ。+これからよろしくね。
SPS(0)<Speaker>セルジュコフ</Speaker>||:えっと、確かパートナー同士は同じセーフティロープを使うことになりますよね……+万が一私が任務中に何があったら……+私はすぐ撤退しても問題ないですが、ADSは常にこの場にいないとダメなのでは……
ADS(0)<Speaker>ADS</Speaker>||<黑屏1>:大丈夫だよ、今回の任務の難易度は中程度。+うちと一緒なら、きっとうまく行くよ！セルジュコフのこともちゃんと期待しているからね～
()<Speaker></Speaker>||<关闭蒙版><BIN>162</BIN><黑屏2><BGM>BGM_Empty</BGM>:……
SPS(2)<Speaker>セルジュコフ</Speaker>||<BGM>BGM_Hello</BGM>:基本的な内容はこんな感じですね。+さて、そろそろみんなの安全を守るためにパトロールを始めましょうか！
Type88(4)<Speaker>88式</Speaker>||:救急に関する色んな知識を記録したのはいいですけど、なんだか……
SPS(2)<Speaker>セルジュコフ</Speaker>||<黑点1>:大丈夫です！パトロールをしながら、一つ一つ復習していきましょう！
()<Speaker></Speaker>||<黑点2>:パトロールを開始して1時間後。
Type88(4)<Speaker>88式</Speaker>||:セルジュコフ聞こえてる？
SPS(2)<Speaker>セルジュコフ</Speaker>||:何をですか？
Type88(4)<Speaker>88式</Speaker>||:あっちに助けを求めているような声が……
SPS(2)<Speaker>セルジュコフ</Speaker>||:そうですか？特に何もない様子ですけど……+望遠鏡を取って確認してみますね。
()<Speaker></Speaker>||:セルジュコフは装備置き場に戻り、望遠鏡を探し始めた。+しかしどこからか一匹の黒いカラスが飛んできて、セルジュコフのカバンを興味津々と見つめていた。+セルジュコフはそれを気にせずに、カバンの中を漁って望遠鏡を探し続けた。+そこでまさか、あのカラスはセルジュコフの不意を突いて、カバンの中身を咥えようとした。+それに気づいたセルジュコフは躊躇なしにすぐ銃を構えて、カラスを追い払った。
SPS(2)<Speaker>セルジュコフ</Speaker>||:昔のコードネームもカラスでしたが、だからと言ってあなたの狼藉は許しませんよ。
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:セルジュコフは再び望遠鏡探しに戻ったが、そこでまた突然88式の叫び声が聞こえた。
()<Speaker>88式</Speaker>||:R93！+待ってて、今助けに行きます！
SPS(2)<Speaker>セルジュコフ</Speaker>||<BGM>BGM_Reverse</BGM>:88式？！
()<Speaker></Speaker>||:驚いたセルジュコフは振り返ると、そこには海の中へと走っていく88式の姿がいた。+燦々と輝く太陽の下で、88式の足は静かな海水の中へと踏み入れ、キラキラと飛び出た水玉はまるで花のように咲いてた。
SPS(2)<Speaker>セルジュコフ</Speaker>||:88式……
()<Speaker></Speaker>||:そして海水が段々と88式の腰、胸まで昇り……88式が一気に海の中に入った……+それを見て、セルジュコフは一瞬息を止めた。+数秒後、88式はようやく頭を水面上に出し、セルジュコフもこれで安心できると思ったその矢先――
()<Speaker>88式</Speaker>||:助けて！ごほっゴホッ！+私……ブグブグ……泳げない！
()<Speaker></Speaker>||:88式はとても非力に水の中で足掻き、しかも混乱の中、海水を少し飲み込んでしまった様子だ。+そこからさらに、セルジュコフは少し離れた海の上に、ぼんやりと海草みたいなピンク色の髪を発見した……+ここで一人だけで二人を助ける可能性を、セルジュコフはオーバーロード寸前まで演算モジュールを回した。+しかし、それでもシステムは結果を出せず、セルジュコフは仕方なく、過熱寸前の演算モジュールを止めた。
SPS(2)<Speaker>セルジュコフ</Speaker>||:やはり一人しか……+先に近くの88式を助けよう……R93、すみません……
SPS(2)<Speaker>セルジュコフ</Speaker>||:……+88式！今助けに行きます！
()<Speaker></Speaker>||<黑屏1>:浮き輪を持って、セルジュコフも海へと走り出した。88式と同じように、88式よりも力強く海の中へ入った。
ADS(0)<Speaker>ADS</Speaker>||<黑屏2><BIN>163</BIN><回忆><BGM>BGM_Empty</BGM>:セルジュコフ！そのままじっとして！+すぐ行くから！
SPS(0)<Speaker>セルジュコフ</Speaker>||:……はい！
ADS(0)<Speaker>ADS</Speaker>||:手をこっちに！
ADS(0)<Speaker>ADS</Speaker>||:よし、次はこっちに跳んできて。+下を見ちゃダメ、うちを見て、セルジュコフ！
SPS(0)<Speaker>セルジュコフ</Speaker>||:私……頑張ってみます……
ADS(0)<Speaker>ADS</Speaker>||:うちはあなたを信じてる、あなたもうちを信じてる、そうでしょ？
SPS(0)<Speaker>セルジュコフ</Speaker>||:はい。
ADS(0)<Speaker>ADS</Speaker>||<黑屏1>:じゃあうちを信じて、うちに任せてよ、セルジュコフ！
SPS(2)<Speaker>セルジュコフ</Speaker>||<黑屏2><BIN>162</BIN><关闭蒙版><BGM>10051</BGM>:あの時、私がADSを信じたように、88式も、指揮官も、私を信じています。+この信頼を、裏切るわけにはいきません！
()<Speaker></Speaker>||:セルジュコフは力いっぱい88式の方へ泳いでいく。+段々と距離が近づき、あと一息で手が届きそうになったところ、突然空から何かが隣に落ちてきた。+セルジュコフはすぐそれが自分のサングラスだと気づいたが、まだ状況を完全に呑み込んでいないうちに、また空から自分の荷物がパラパラと落ちてきた。+そして頭を上げると、なんとそこにはさっき追い払ったカラスがいた。+カラスは自分のカバンを咥えて、その中から次々と荷物を落としにきている……+カラスの攻撃を避けながら、自分の荷物を拾いながら、さらに88式の安全まで考えなければならず、セルジュコフはすぐ混乱に陥った……+やがて緊張と激しい動きにより、足のパーツに何かしらの故障が起きてしまった。
SPS(3)<Speaker>セルジュコフ</Speaker>||:ああもう！これ……+あっ！グッ……私の……+……足が……故障……ブグブグ……
Type88(4)<Speaker>88式</Speaker>||<黑点1>:セルジュコフ！
()<Speaker></Speaker>||<黑点2><BIN>9</BIN>:自分の足を抱えたまま、セルジュコフは段々と沈んでいき、まるで深淵の底へ落ちていくような感じがした。
SPS(3)<Speaker>セルジュコフ</Speaker>||:こんなん時にしくじるなんて……+落ち着いて！まずは深呼吸……ぐっ、海の中にいるのを忘れた……+どうすればいいの？！誰か助けて……
SPS(3)<Speaker>セルジュコフ</Speaker>||:……+88式……+助けて……
SPS(3)<Speaker>セルジュコフ</Speaker>||<黑点1>:うっ……これは？
()<Speaker></Speaker>||<黑点2><BIN>162</BIN>:88式は後ろからセルジュコフの体を掴み、力いっぱい引き上げ始めた。
SPS(2)<Speaker>セルジュコフ</Speaker>||:……88式？+私が教えた救急の知識を覚えてくれていた！+しかもちゃんと応用している！
()<Speaker></Speaker>||:セルジュコフは徐々に体から力を抜いて、静かに88式に身を委ねた。
SPS(2)<Speaker>セルジュコフ</Speaker>||:私が泳いできた距離から計算すると、88式が岸辺に着くまで、まで少し時間がかかるはずです。+その間に呼吸を調整して、体力の節約を……+ん？ええ？！
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:予想よりもずっと早く、セルジュコフは88式に水面上まで引き上げられた。+この時、セルジュコフはようやく気付いた――自分たちはずっと、1.5メートル程度の深さの海域にいたことを。
Type88(4)<Speaker>88式</Speaker>||:……
SPS(2)<Speaker>セルジュコフ</Speaker>||:……
Type88(4)<Speaker>88式</Speaker>||:とりあえず……岸に上がろう……
()<Speaker></Speaker>||:そして二人はせぇせぇと息をしながら岸辺へ向かっていく。
()<Speaker></Speaker>||:柔らかくて暖かい砂に足がつくと、二人は同時にビーチの上に倒れた。
SPS(2)<Speaker>セルジュコフ</Speaker>||:……
Type88(4)<Speaker>88式</Speaker>||:……
SPS(2)<Speaker>セルジュコフ</Speaker>||<BGM>m_avg_casual</BGM>:プハハハハハハ……
Type88(4)<Speaker>88式</Speaker>||:あははは……
SPS(2)<Speaker>セルジュコフ</Speaker>||:これはまったく……+今までの仕事の中でもトップ10に入る事故でした、ははは……
Type88(4)<Speaker>88式</Speaker>||:いえ、これは全部私のせい……
SPS(2)<Speaker>セルジュコフ</Speaker>||:もし助けに来てくれなかったら、二人で一緒に修理室行きになるところでした。+やっぱり、あなたを信じて正解でしたね。
Type88(4)<Speaker>88式</Speaker>||:うん……ありがとう、セルジュコフ。+もしあなたがいなかったら、私は未だに段ボール箱の中で震えてたかもしれない。+海に入るどころか……+結局すぐ失敗しましたけど……
SPS(2)<Speaker>セルジュコフ</Speaker>||:……このことは誰にも言いません。+代わりに、私が失敗したことも……
Type88(4)<Speaker>88式</Speaker>||:セルジュコフ……何か、忘れている気がしませんか……？
SPS(2)<Speaker>セルジュコフ</Speaker>||:……+R93……！+早く指揮官に報告しないと！
()<Speaker></Speaker>||<黑屏1>:夏の日差しのもと、暖かくて柔らかなビーチの上で、二人の少女はお互いを支えながらまた走り出した。
