()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
M200(0);QBU88(0)<Speaker>QBU-88</Speaker>||:うん……それはそうだけどさ。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:ですが、ボクたちの戦いに本当に意味はあるのでしょうか？+どれほど頑張って敵を倒したところで、難民や巻き込まれて死ぬ人は現れる。+ボクらは戦争を止めるために作りだされたわけじゃない。//n戦争を繰り広げ……それを終わらせることもできない。+加えて、際限なく新たな痛みを生み続けている。
M200(0);QBU88(0)<Speaker>QBU-88</Speaker>||:けどさ。敵があたしたちの防衛線を突破していたら、//nもっともっと沢山の人が苦しむことになったでしょ。+だからあたしたちの戦いには意味はあるんだよ。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:それもそうですね……//nふぅ、話したらなんだかスッキリしました。+ありがとうございます。//n次のパーティーには必ず参加させてもらいますね！
M200(0);QBU88(0)<Speaker>QBU-88</Speaker>||:ならよかった。+……待って、じゃあ今回のパーティーには来れないってこと？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:え？はい。誠に残念ですが……
M200(0);QBU88(0)<Speaker>QBU-88</Speaker>||:でも解決方法なんてわかりきってるじゃん。//n目標を倒すだけなら、2人で行けばすぐ終わるって！+あの廃棄された機甲たち、前々から目障りだったし、//n戦場をうろつかせてるぐらいなら、さっさとやっつけてやろうよ！
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:えっ……ええ。+<color=#A9A9A9>こんなにもすぐに戦いに戻れるのかな、ボク。</color>
M200(0);QBU88(0)<Speaker>QBU-88</Speaker>||:あなたの任務場所は、と……+第三戦闘区域なら近いね！行こう！
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:ええっ！今すぐ出発するんですか？！
QBU88(0)<Speaker>QBU-88</Speaker>||:兵は神速を貴ぶってね！
()<Speaker></Speaker>||<黑屏1><SE1>RunStep</SE1>:他の人形のペースに合わせる必要もないので、//n二人は猛スピードで目標の地点へと向かっていった……
()<Speaker></Speaker>||<黑屏2><BIN>98</BIN><BGM>BGM_Empty</BGM>:一時間後、第三戦闘区域。
QBU88(0)<Speaker>QBU-88</Speaker>||<BGM>BGM_Room</BGM>:廃棄された機甲なんてちょろいちょろい！任務はこれでお終いだよね？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:はい。
M200(0)<Speaker></Speaker>;QBU88(0)||:M200は銃を下ろすと、周囲に転がる機械の残骸に目を向けた。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:よかった。誰かが操縦しているものでなくて……
M200(0);QBU88(0)<Speaker>QBU-88</Speaker>||:例えそうだとしても、人間を攻撃するものには変わりないよ。+おかしいな……どうしてあの場所が見つからないんだろ？
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:88さん？何を探してるんです？
QBU88(0)<Speaker>QBU-88</Speaker>||:秘密。
()<Speaker></Speaker>||:そう言うと、QBU-88は周囲の捜索を続けた。
QBU88(0)<Speaker>QBU-88</Speaker>||<BGM>BGM_Empty</BGM>:おっ……おお！見つけた！+M200、こっち来て。
M200(0)<Speaker></Speaker>;QBU88(0)||<BGM>GF_Memorial</BGM>:M200は言われた通り彼女の傍まで行くと、QBU-88が指差す場所にしゃがみこんだ。+そして壊れた壁の隙間を覗き込むと、//nそこには静かに咲く美しい薔薇の花畑が広がっていた。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:……え？どうしてこんなところに花が？
M200(0);QBU88(0)<Speaker>QBU-88</Speaker>||:第三戦闘区域は以前イエローエリアの植物栽培所だったの。+ほとんどは戦争でなくなっちゃったんだけど、//n運よくこういう花畑が残ったってわけ。+ま、あたしが最初にここに来たときは、//nまだ研究員が種を蒔いたばかりで、花は咲いてなかったんだけどね。+でも見て！今はこんなに綺麗に咲いてる！
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:ボクたちがここを守ったから、残っていたということですか？
M200(0);QBU88(0)<Speaker>QBU-88</Speaker>||:そう。あたしたちが後退しない限り、もっと沢山の花が咲くの。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:……
M200(0)<Speaker></Speaker>;QBU88(0)||:M200は全神経を集中させ花を見つめた。+薄暗い空の下、汚れた灰と泥の上。//n彼らはあんなにも頼りなく、あんなにも美しい。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:戦火によって何もなくなった大地に、芽生える新しい命……+これ、撮影しておきます！
M200(0);QBU88(0)<Speaker>QBU-88</Speaker>||:うんうん。ここは安全だし、好きなだけ撮りなよ。
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:他の場所でもこういう花畑を見ることはできるのでしょうか？
M200(0);QBU88(0)<Speaker>QBU-88</Speaker>||:きっと見れるよ……//n衝突地点から少し離れた場所で、頑張って探せばきっとね。+もう少し探してみよっか？
M200(0)<Speaker>M200</Speaker>||:はい！
()<Speaker></Speaker>||:M200は撮影しながら、QBU-88は花畑を探しながら、//n第三戦闘区域の大部分を歩き回った。
QBU88(0)<Speaker>QBU-88</Speaker>||<BGM>BGM_Empty</BGM>:あ、お花みっけ。おーい、M2――ん？
M200(0)<Speaker>M200</Speaker>||:はい、呼びまし……QBUさん！！
()<Speaker></Speaker>||<BGM>BGM_Danger</BGM>:機体の半分が土に埋まった機甲がいつの間にか動き始めていた。+一部の機能がまだ生きているのであろうその機甲は、//nQBU-88を鷲掴みにすると、天高く持ち上げた。
QBU88(0)<Speaker>QBU-88</Speaker>||:たっ、助けて！！
M200(0)<Speaker>M200</Speaker>;QBU88(0)||:まずい……
M200(0)<Speaker></Speaker>;QBU88(0)||:M200はすぐさまカメラを置き、機甲に向けて射撃を開始した。+しかし慌てて行った攻撃では装甲の上に凹みを作るばかりで、//n実質的なダメージは何一つ与えられない。+辺りの地面が次々と揺れ動き、地中に眠っていた機甲たちが姿を現した。+機甲に取り囲まれ、小柄なM200にはもはや空を見ることすらかなわない。
M200(0)<Speaker>M200</Speaker>||:ダメだ、ボクだけじゃどうにもならない……+グローザさん！応答してください！グローザさん！！
OTs14(0)<Speaker>OTs-14</Speaker><通讯框>;M200(0)||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>どうしたの、M200？パーティーの……</color>
OTs14(0);M200(0)<Speaker>M200</Speaker>||<震屏>:グローザさん！助けてください！！！
OTs14(0)<Speaker>OTs-14</Speaker>;M200(0)||:<color=#00CCFF>……</color>+<color=#00CCFF>落ち着いて、M200。何があったのか教えてもらえる？</color>
OTs14(0);M200(0)<Speaker>M200</Speaker>||:第三戦闘区域で膨大な数の廃棄された機甲ユニットに遭遇したんです！//n射撃モジュールを搭載しているものもあって、//nQBU-88が捕まっています！+座標の詳細は送信中です、至急応援を！！
M200(0)<Speaker>M200</Speaker>||<SE1>AVG_tele_disconnect</SE1>:<color=#A9A9A9>たとえグローザさんがすぐに動き出したとしても、ここに来るまで時間がある……最低でも10分は牽制しなくちゃ！</color>+<color=#A9A9A9>まずは関節部分を破壊しないと、関節……クソッ、装甲に遮られる！</color>
()<Speaker></Speaker>||:数回の射撃でようやく注意をこちらに向けた機甲は、//nM200を捉えようとQBU-88を掴んでいるのとは逆の手を伸ばした。+M200はすぐさまその場に立ち止まると、手を躱し反撃を加える。
QBU88(1)<Speaker>QBU-88</Speaker>||:ぐっ……うぅうううぅぅ……
M200(0)<Speaker>M200</Speaker>;QBU88(1)||:まずい……警戒状態だと88さんを握る力が強く……
M200(0)<Speaker></Speaker>||:M200は決意に満ちた表情で、逃げるのを止めた。+そしてライフルを構え、脚部の装甲が薄いところに照準を定めた。+この時の彼女の胸中に恐怖はない。//nあるのはただ仲間を助けるという決意だけだった。+機甲が彼女を攻撃しようとした瞬間、彼女は引き金を引いた。
M200(0)<Speaker></Speaker>||<SE1>AVG_rifle_finalshot_h</SE1>:（銃声）
M200(0)<Speaker>M200</Speaker>||:……当たった！
()<Speaker></Speaker>||:機甲は膝をついたが、すぐにもう一方の足を支えに立ち上がった。+先ほどの銃声に引きつけられた他の機甲たちも、//nM200のほうへと向かってきている。
M200(1)<Speaker>M200</Speaker>||:どうして……
QBU88(1)<Speaker>QBU-88</Speaker>||:こいつ、歩き出した！//n助けて！！あたしをどこに連れてく気なの――！！
M200(1)<Speaker>M200</Speaker>||:もう一度奴の関節を……クソッ……弾薬がもう！
M200(1)<Speaker>M200</Speaker>||:機甲は片足を引きずりながらも前進している。//n機体が引きずられる重たい音に、//nM200は心臓を引き裂かれるかのような感覚を覚える。+他の機甲たちは彼女の行く手を阻もうと動き始めていた。//n彼女のメンタル内で分析システムがけたたましく鳴り響く。+「撤退せよ！」、「撤退せよ！」、「撤退せよ！」と。
M200(1)<Speaker>M200</Speaker>||:<color=#A9A9A9>もう打つ手が……</color>+<color=#A9A9A9>いや、88さんはまだ奴の手の中に、ボクが絶対に――</color>
()<Speaker>グローザの声</Speaker>||<SE1>RunStep</SE1>:見えたわ！M200！目を閉じてなさい！
M200(1)<Speaker>M200</Speaker>||<白屏1>:……！
()<Speaker></Speaker>||<白屏2><BIN>98</BIN><BGM>BGM_Empty</BGM>:M200は一切の躊躇なく眼を閉じた。強烈な光が彼女の瞼を照らす。+その後、光が散ると、暖かな掌の感触を肩に感じた。
OTs14(0)<Speaker>OTs-14</Speaker>||<BGM>BGM_Sunshine</BGM>:大丈夫だった、M200？
M200(1)<Speaker>M200</Speaker>;OTs14(0)||:ボクは何とか……それよりQBU-88が……
M200(1);QBU88(1)<Speaker>QBU-88</Speaker>||:あ……たし……は……
M200(1)<Speaker>M200</Speaker>;QBU88(1)||:ぶつかった衝撃でパーツが壊れてしまっているようです……
M200(1);OTs14(0)<Speaker>OTs-14</Speaker>||:先に撤退して。基地に戻るのよ。
M200(1)<Speaker>M200</Speaker>;OTs14(0)||:機甲の数が多すぎます、援軍は……
M200(1);M16A1BOSS(0)<Speaker>M16A1</Speaker>||:私たちだけで十分さ、あいつを連れて行ってくれ。
M200(1)<Speaker></Speaker>;M16A1BOSS(0)||:基地に入った時期が比較的遅いM200にとって、//nM16A1と面と向かい合うのは初めての経験だった。+彼女が長年伝説として語られてきた存在であることを思い出し、//nM200は信じることを選んだ。
M200(1)<Speaker>M200</Speaker>||:……わかりました、お願いします。
M200(1)<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:M200はQBU-88を背負うと、M16とグローザを残し、//nもと来た道を引き返していった。
M200(1)<Speaker>M200</Speaker>||<BGM>BGM_Sad</BGM>:<color=#A9A9A9>戦い……戦いばかりだ。</color>+<color=#A9A9A9>仲間に頼らなければ、仲間を守ることもできない……ボクの取り柄は、戦うことだけ？</color>
M200(1)<Speaker></Speaker>||:後ろで銃声が上がる。//nM200の足取りは重くなり、ついにはその場に止まった。+背中にQBU-88を背負いながら、この雑多とした戦場を呆然と見回す。+――その時、突如鮮やかな青色を視界に見つけた。+先ほど戦いの起きた場所からほど近い地点の、//n道端に青い薔薇が咲いている。
M200(1)<Speaker>M200</Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:青色……奇跡だ。+もしさっきボクが逃げていたら、ここの滅茶苦茶になっていたはず……+……+よかった。
()<Speaker></Speaker>||<黑屏2><BIN>82</BIN>:……数日後、パーティー当日。
M200(0)<Speaker>M200</Speaker>||<BGM>BGM_Hello</BGM>:よし。これで編集は終わり、と。+どうしてただのパーティーに、//nこんな大仰なオープニングムービーが必要なのかは分からないけど、//nこの仕上がりなら問題ないはず。+……+<color=#A9A9A9>数日前戦闘区域から戻ったあと、88さんを見ていないけど……今何をしているんだろう。</color>
M200(0)<Speaker></Speaker>||:M200は少しの間押し黙ると、編集ソフトを閉じた。
M200(0)<Speaker>M200</Speaker>||:<color=#A9A9A9>多分会場に行ったんだ。中国の人形はみんな賑やかなのが好きで、集まることを重視するから……でなきゃ、たいして仲良くもないボクを気にして尋ねてくるはずがない。</color>+<color=#A9A9A9>……パーティーに参加してみようかな？カメラマンとしてなら、きっと参加できるはずだよね。</color>+<color=#A9A9A9>彼女に考えた結果を伝えたい。</color>
M200(0)<Speaker></Speaker>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>通信リクエストが届きました。</color>
M200(0)<Speaker>M200</Speaker>||:え？+もしもし、M200です。
()<Speaker>QBU-88</Speaker>||:<color=#00CCFF>M200！あたしと一緒にパーティーに参加しようよ！</color>
()<Speaker>M200</Speaker>||:……パーティー？
()<Speaker>QBU-88</Speaker>||:<color=#00CCFF>あなたに服を作ったから、はやく着てみてほしいの！</color>
()<Speaker>M200</Speaker>||:ですが……
()<Speaker>QBU-88</Speaker>||<SE1>AVG_doorknock_wood</SE1>:<color=#00CCFF>もうあなたの宿舎の前。開けて――</color>
()<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1>:矢継ぎ早の展開にM200の目が回る。+彼女がドアを開けると、QBU-88が服を抱えながら飛び込んできた。
QBU88(6)<Speaker>QBU-88</Speaker>||:着てみて！あなたのために作ったの。
M200(0)<Speaker>M200</Speaker>||<黑点1>:え……あ……わかりました。
M200(3)<Speaker>M200</Speaker>||:どうでしょうか？+我ながらすごく似合ってるとは思いますけど……
QBU88(6)<Speaker>QBU-88</Speaker>||:ま、こんなもんね。
M200(3)<Speaker>M200</Speaker>||:こんなもん、ですか？どこかダメだったんですか？
QBU88(6)<Speaker>QBU-88</Speaker>||:謙遜の言葉だよ。意味は「良い」ってこと！+とにかく決まりだね！夜、忘れずに来てよ。
()<Speaker></Speaker>||:QBU-88はそう言うと部屋を後にした。+M200は鏡に映る自分を見つめながら、//n少し恥ずかしそうにスカートを持ち上げた。
M200(3)<Speaker>M200</Speaker>||<黑屏1>:あ……伝えたいことがあったのに……//nでも、夜にも機会はあるよね。+夜になったら、この言葉を開幕の挨拶として話そうかな……//nあ、今編集して入れれちゃえばいいか。
()<Speaker></Speaker>||<黑屏2><BIN>96</BIN>:……
()<Speaker>M200</Speaker>||<黑屏1>:このショートムービーをもって、//nボクの戦友と特別な友達への感謝の言葉とします。+戦争は単なる破壊ではありません。//nボクたちの戦い、それは意味のあるものなのです。+ボクたちが戦争を終わらせれば、そこには新たな花が咲く……+本当の平和はきっと訪れます。//n今は、この短い安寧に乾杯しましょう！
