()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:脇目も振らずにドアから逃げていったFNCを見送ると、//nPSG-1は満足げにメモ帳に何かを書き記した。
()<Speaker></Speaker>||<回忆><黑屏2><BIN>1</BIN><BGM>BGM_Room</BGM>:……森の中。+F1は木の上から、黒い夜空に一段と大きく輝く月を見上げていた。
F1(2)<Speaker>F1</Speaker><Position>0,150</Position>||:こんなに素敵な月は、どんな詩句で描写するのがいいかな？+うーんと、まん丸のムーンプレートが……
()<Speaker></Speaker>||:木の影から、PSG-1が月明かりの下へと現れた。
PSG1(2)<Speaker>Gr PSG-1</Speaker>||:F1、さっき向こうで、とても素敵な景色が見えましたよ。+一縷の月明かりが樹冠に射しこんで……//n樹冠の中に、何があるんでしょう……
()<Speaker></Speaker>||:F1は目を光らせると、木から飛び降りてきた。
F1(2)<Speaker>F1</Speaker><Position>0,150</Position>||:今すぐ連れてって！
()<Speaker></Speaker>||:二人は肩を並べて暗闇へと入って行った……+間もなくして、甲高い悲鳴が森で眠る小鳥たちを呼び覚ました……
F1(2)<Speaker>F1</Speaker><Position>0,150</Position><Shake>||:<size=50>うわぁぁあぁああああ――</size>
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:脱兎のごとく森から逃げて行ったF1を見送ると、//nPSG-1は満足げにメモ帳に何かを書き記した。
()<Speaker></Speaker>||<回忆><黑屏2><BIN>46</BIN><BGM>BGM_stage10</BGM>:……エレベーター前。+G36cは、飲み物を買いに行ったG36の帰りを独りで待っていた。+その時、エレベーターのランプが赤く灯った。
G36C(4)<Speaker>Gr G36c</Speaker><Position>-100,0</Position>||<BIN>47</BIN>:あ……お姉さん、戻られたんですか？
()<Speaker></Speaker>||:エレベーターの扉が徐々に開き、暗い気配を漂わせたPSG-1が現れた。
PSG1(2)<Speaker>Gr PSG-1</Speaker>||:G36c。これ、G36に頼まれてた飲み物です。
G36C(4)<Speaker>Gr G36c</Speaker><Position>-100,0</Position>||:ありがとうございます！あの……G36お姉さんは？
()<Speaker></Speaker>||:PSG-1は重々しく溜息をついた。
PSG1(2)<Speaker>Gr PSG-1</Speaker>||:本当はG36に口止めされてるんですけど……でも……+あなたは知っておいたほうがいいかと……
()<Speaker></Speaker>||:PSG-1はG36cの耳元でなにやら囁いた。+G36cは手の中の赤黒い飲み物を見て顔を上げ、//n次に暗闇の中で微かに光るPSG-1の牙を見た……
G36C(4)<Speaker>Gr G36c</Speaker><Position>-100,0</Position><Shake>||:<size=50>きゃああああああお姉さん助けてええええ！</size>
()<Speaker></Speaker>||<黑屏1><BGM>BGM_Empty</BGM>:転がるように階段を駆け下りるG36cを見送ると、//nPSG-1は満足げにメモ帳に何かを書き記した。
()<Speaker></Speaker>||<回忆><黑屏2><BIN>9</BIN>:続いて宿舎、訓練場、修復室……次々と戦慄の悲鳴が上がった……
()<Speaker></Speaker>||<SE1>AVG_keyboardtype_sci</SE1><黑点1>:匿名掲示板では、MDRをして<color=#DC143C>『前代未聞の人を驚かすスペシャリスト』</color>//nとまで言わしめたPSG-1……+しかしてその快進撃は、森の中で突如終焉を迎える事となる。
()<Speaker>アナウンス</Speaker>||<黑点2><BIN>1</BIN>:<color=#FFFF00>お化け側PSG-1、リタイア！戦績：8。</color>
()<Speaker></Speaker>||:PSG-1は散々な体たらくで十字架へと拘束された。
PSG1(3)<Speaker>Gr PSG-1</Speaker><Position>0,200</Position>||:……+MDRの吸血鬼情報に踊らされるなんて……+ハイハイ、あなたの勝ちですよ。そろそろ解放してもらえませんか？
M870P(0)<Speaker>M870</Speaker>||:するわけないでしょ？せっかく捕まえた獲物よ、//nみんなに自慢しないでどうするのさ！+あんたは大人しく、そこで私の戦利品として黙ってることね♪
()<Speaker></Speaker>||<黑屏1>:悠々と去っていくM870の後ろ姿を、//nPSG-1は唇を噛む思いで睨むことしかできなかった。
()<Speaker></Speaker>||<黑屏2><BGM>m_avg_labyrinth</BGM>:十字架に囚われて長らく経った頃、//nPSG-1の目の前に、KSVKが灌木を掻き分けて現れた。
KSVK(4)<Speaker>KSVK</Speaker>||:遠方から運命の呼び声が聞こえる……
PSG1(3)<Speaker>Gr PSG-1</Speaker><Position>0,200</Position>||:KSVK？あの、助けてください……
KSVK(4)<Speaker>KSVK</Speaker>||:呼んでいたのはお前か、PSG-1。+手錠で十字架に磔？吸血鬼にとっては皮肉以外の何物でもないな……
PSG1(3)<Speaker>Gr PSG-1</Speaker><Position>0,200</Position>||:それ以上言わないで……早く手錠を外してください！
()<Speaker></Speaker>||:KSVKは十字架に近づいて見ると、//nPSG-1の腕にもがいた時にできた傷が目に入った。
KSVK(4)<Speaker>KSVK</Speaker>||:縛り付けられてどのくらいだ？
PSG1(3)<Speaker>Gr PSG-1</Speaker><Position>0,200</Position>||:わかりません……アナウンスの回数から推測するに、//nたぶん1時間くらいだと思いますけど。
KSVK(4)<Speaker>KSVK</Speaker>||:その間、誰かの顔をメンタルに思い浮かべたことは？
PSG1(3)<Speaker>Gr PSG-1</Speaker><Position>0,200</Position>||:……
()<Speaker></Speaker>||:PSG-1のメンタルに、m45の期待に満ちた顔が再び浮かんだ。
PSG1(3)<Speaker>Gr PSG-1</Speaker><Position>0,200</Position>||:みんな肝試しに忙しいでしょうし、特には……アハハ……
()<Speaker></Speaker>||:PSG-1が搾り出した静かな笑みを、KSVKは顔色一つ変えずに見届けた。
KSVK(4)<Speaker>KSVK</Speaker>||:肝試し大会に参加しなかった人形を知っている。+菓子作りにしか興味がないはずが、MDRのスレでお前の情報を尋ねていた。//nありゃまるでファンだ。
PSG1(3)<Speaker>Gr PSG-1</Speaker><Position>0,200</Position><Shake>||:……
KSVK(4)<Speaker>KSVK</Speaker>||:最新のレスによれば、その奇妙な人形はゴール地点でお前を待ってるそうだ。
PSG1(3)<Speaker>Gr PSG-1</Speaker><Position>0,200</Position>||:……m45？
KSVK(4)<Speaker>KSVK</Speaker>||:落ちこぼれの吸血鬼を気にかける奴がいたとはな。//n気になるなら、その目で確かめてみたらどうだ？
()<Speaker></Speaker>||<黑屏1>:KSVKは何か思うところでもあるのか、//n手錠を外すとそのまま背中を向けて立ち去った。
()<Speaker>KSVK</Speaker>||<BGM>BGM_Empty</BGM><黑屏2><BIN>9</BIN>:<size=25>認めたくはないが、あたしとグリフィンのボンコツどもに、少しは共通点があるのかもしれないな。</size>
()<Speaker>Gr PSG-1</Speaker>||:え、今なんて？
()<Speaker></Speaker>||<黑屏1><关闭蒙版><SE1>AVG_whitenoise</SE1>:それに答えることなく、KSVKは忽然とその場から姿を消した。
()<Speaker></Speaker>||<Night><BIN>82</BIN><睁眼>:突然、PSG-1は夢から目が覚めた。
m45(2)<Speaker>m45</Speaker>||:PSG-1さん、やっと起きたんですね！
PSG1(2)<Speaker>Gr PSG-1</Speaker>||:どういうこと？私、夢の中で肝試し大会での行動を振り返っていたような……
()<Speaker></Speaker>||<BGM>BGM_Hello</BGM>:m45は優しくPSG-1を座らせた。
m45(2)<Speaker>m45</Speaker>||:昨日の肝試し大会で、PSG-1さんは十字架に磔にされてたんです。//n長い間もがいたり叫んだりしたからか……+バッテリー切れで、一部の記憶がアップロードできてなかったようで。//nメンタルも乱れてましたし、ついさっき修復スロットから戻って来たんですよ。+昨夜の記憶がまだ混乱しているかもしれないから、//n一度整理したほうがいいってカリーナさんが言っていました。
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:M870のせいでこんなことに……とにかく整理してみますね……+私は……夢の中でオーブンを勝ち取るために、//n人形をたくさん驚かしていました……+MDRに『前代未聞の人を驚かすスペシャリスト』とまで言われたんですよ！
PSG1(2);m45(2)<Speaker>m45</Speaker>||:……+最初から順を追って聞かせていただけますか、PSG-1さん。
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:わかりました、一つずつお話しますね。+まず倉庫に行って、チョコを全部隠しました。+FNCさんが盗み食いに来るのを待って、//n吸血鬼のフリをして血糊で驚かしてやったんです！
PSG1(2);m45(2)<Speaker>m45</Speaker>||:うーん、確かにあなたは倉庫に行って、//n吸血鬼の格好と血糊でFNCさんを驚かそうとしましたね……+実際、FNCさんも驚いてはいましたけど……
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:けど……？
PSG1(2);m45(2)<Speaker>m45</Speaker>||:あなたは自分が用意した血糊に足を滑らせて、転んだ拍子に危うく棚を倒し、//nFNCさんを押し潰してしまうところだったんです……
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:……+それじゃ、次の話を。
PSG1(2);m45(2)<Speaker>m45</Speaker>||:そうですね。PSG-1さん、落ち着いてください、まずはお水をどうぞ。
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:フゥ――そのあと私は森のほうへ行って、月を見ていたF1に会いました。+不思議な景色が見えるところへ案内すると嘘をついて、//n狼男の囁きが聞こえたフリをしたんです！+F1の顔、お月様みたいに真っ白になってましたよ、アハハハ！
PSG1(2);m45(2)<Speaker>m45</Speaker>||:昨晩、確かにF1さんは森で月見をしてましたけど……
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:また「けど」……
PSG1(2);m45(2)<Speaker>m45</Speaker>||:PSG-1さんはF1さんに近づこうとして、//n木の根っこに躓いたあげく、頭をぶつけて……+その凄まじい泣き声に、F1さんがびっくりして木から落ちたんです……
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:……+つ、次こそ本当に起きたことですからね！
PSG1(2);m45(2)<Speaker>m45</Speaker>||:聞かせてください、PSG-1さん。
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:エレベーター前で、独りでいるG36cを見たんです。//nG36が彼女に飲み物を買ってたんで、それを待ってるんじゃないかと思って！+そこでG36に頼まれたと偽って、G36cに血糊の飲み物を渡しました。+小声で吸血鬼の怖い話を聞かせると、//n彼女は一目散に階段から逃げて行きましたよ！
PSG1(2);m45(2)<Speaker>m45</Speaker>||:確かにG36cさんはPSG-1さんにびっくりしていました……ただ……+いえ、細かい事はともかく、G36cさんの件はおっしゃる通り大成功でした！
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:フゥ――やっと一つ正しい記憶が……
PSG1(2);m45(2)<Speaker>m45</Speaker>||:その後は？G36cさんを驚かしたPSG-1さんは、どこへ向かったんですか？
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:その後はまた森に行って、同じく吸血鬼のフリをしてたM870に驚かされて……+十字架に縛り付けられました……
PSG1(2);m45(2)<Speaker>m45</Speaker>||:これは事実と合致していますね！
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:ぜんぜん嬉しくないんですけど……
PSG1(2);m45(2)<Speaker>m45</Speaker>||:それで？気絶する前に、最後に覚えてることはありますか？
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:十字架に縛られてだいぶ経った頃、KSVKが助けてくれました。//nちょっと話したら、いきなり消えてしまって……+夢はここで終わりです。
PSG1(2);m45(2)<Speaker>m45</Speaker>||:確かに、フリーズしたPSG-1さんを連れ帰ったのはKSVKさんでした……
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:……なら匿名掲示板でMDRが私のことを//n『前代未聞の人を驚かすスペシャリスト』と呼んだ事実もないんですね？
PSG1(2);m45(2)<Speaker>m45</Speaker>||:PSG-1さんに関するスレは立っていましたけど……+贈られた称号は……<color=#32CD32>『前代未聞の人を驚かすビギナー』</color>でした……
PSG1(2)<Speaker>Gr PSG-1</Speaker><Shake>;m45(2)||<BGM>BGM_Empty</BGM>:そんなバカな……
PSG1(2)<Speaker>Gr PSG-1</Speaker>||:ちょっと待って、私、自分の行動をすべてノートに書いたはずです！
()<Speaker></Speaker>||:PSG-1は慌てて常に持ち歩いているノートを引っ張り出し、一つ一つ読み上げ始めた。
PSG1(2)<Speaker>Gr PSG-1</Speaker>||:……+倉庫、FNC、血糊作戦にアクシデント……+森、F1、幻聴作戦にアクシデント……+エレベーター前、G36c、とりあえずは成功……
()<Speaker></Speaker>||:PSG-1は一瞬にして8割のエネルギーが抜け落ちたかのように脱力し、ノートを置いた。
PSG1(2)<Speaker>Gr PSG-1</Speaker>||<BGM>GF_Memorial</BGM>:……ってことは私、賞品のオーブンをゲットできなかったんですか？
PSG1(2);m45(2)<Speaker>m45</Speaker>||:はい、残念ですが……+PSG-1さんのポイントは8で、あと一歩届きませんでした……
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:……+そうですか……+ごめんなさい……m45とは約束していたのに……
PSG1(2);m45(2)<Speaker>m45</Speaker>||:いいえ、PSG-1さん。+オーブンなんて、別に大したことではありませんから……
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:……+いいんですよ、気休めなんて……+みっともない姿を見られたぐらい……//n普段の生活すらままならないような人形にとっては、いつものことですから……
PSG1(2);m45(2)<Speaker>m45</Speaker>||:PSG-1さん、私は気を遣ってるんじゃありません！+むしろ、感謝してるんです！
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:何を感謝することが？私は約束のオーブンすら……
PSG1(2);m45(2)<Speaker>m45</Speaker>||:最新型のオーブンなんかなくても、美味しいお菓子は作れますよ！
m45(2)<Speaker>m45</Speaker>||:その秘訣はなんだか、分かりますか？
PSG1(2)<Speaker>Gr PSG-1</Speaker>||:……秘訣？
()<Speaker></Speaker>||:m45は顔をPSG-1の耳に近づけ、優しく囁いた。
m45(2)<Speaker>m45</Speaker>||:それは――+お菓子を食べてくれる人の笑顔を思い浮かべながら、//nその笑顔を生地に練り込むことです！+もしPSG-1さんの笑顔がなかったら、//nこんなに美味しいクッキーは、作れませんでしたから！
()<Speaker></Speaker>||:m45はポケットからお菓子を取り出し、PSG-1の手に置いた。
m45(2)<Speaker>m45</Speaker>||:ほら、PSG-1さんからインスピレーションを得た吸血鬼クッキーと、//n血糊風ゼリーです……+ですからPSG-1さん、私のクッキーのためにも、//nこれからもずっと笑顔でいてください！
()<Speaker></Speaker>||:手のひらに収まった小さな吸血鬼クッキーを見て、//nPSG-1の顔に笑みがこぼれた。
PSG1(2)<Speaker>Gr PSG-1</Speaker>||:ありがとうございます、m45……
PSG1(2);m45(2)<Speaker>m45</Speaker>||:こちらこそ、PSG-1さん……
PSG1(2)<Speaker>Gr PSG-1</Speaker>;m45(2)||:そうだ！KSVKにもお礼を言わないと……
PSG1(2);m45(2)<Speaker>m45</Speaker>||:はい！私も後で伺うつもりです。
m45(2)<Speaker>m45</Speaker>||<黑屏1>:そのためのクッキーも用意してますし。
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM><Night><BIN>97</BIN><黑屏2>:……10分後。+グリフィン宿舎、KSVKの部屋の前。
PSG1(2)<Speaker>Gr PSG-1</Speaker>||<SE1>AVG_doorknock_wood</SE1>:KSVK、いますか？+この前のことでお礼を言いに来たんですけど……
()<Speaker></Speaker>||:しかし返事はなかった。
m45(2)<Speaker>m45</Speaker>||:KSVKさん、まだ戻ってないんでしょうか？//nせめてクッキーだけでも、ドアの前に置いておきましょう。
()<Speaker></Speaker>||:その時、ドアが少しだけ開き、//nその隙間からKSVKの恐ろしい双眸が覗いた。
KSVK(4)<Speaker>KSVK</Speaker>||:世にも恐ろしい物語を、汝らに聞かせてやろう……
