()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
4type(0)<Speaker>四式</Speaker>||:ダメであります、ダメなのであります！+吾輩にそんなことできません！
()<Speaker>催促する編集者</Speaker>||:（ニヤッ）+そうかぁ、では君のかわいい指揮官は明日……+例の人気少女漫画の作者の正体を、うっかり知ってしまうかもしれないな……+おっと、そういえばこの前コメントで漫画の作者について言及してきた者がいたな……
4type(0)<Speaker>四式</Speaker>||:き、貴様！+秘密は絶対守ると約束したではないか！
()<Speaker>催促する編集者</Speaker>||<黑点1>:秘密にして欲しければ、ちゃんとネタを考えてくるんだよ♪+ほら、もうスレは立ててある。+最近話題のマーメイドでもテーマにしてみたらどうだ？あはははははは……
4type(0)<Speaker>四式</Speaker>||<关闭蒙版><BIN>9</BIN><黑点2><BGM>BGM_Empty</BGM>:編集者に裏切られたどころか……+こんなこと指揮官殿に言ったらきっと、怒りのあまり射撃管制コアを外されて……+そして鉱山へ……
4type(0)<Speaker>四式</Speaker>||<BGM>BGM_Wake</BGM>:真っ暗な鉱山で……+吾輩は永遠に指揮官殿に会えず、そして連載を更新することもできなくなるのであります！
4type(0)<Speaker>四式</Speaker>||<黑屏1>:<size=50>そんなの嫌なのであります！！！</size>
()<Speaker>指揮官</Speaker>||<BIN>8</BIN><黑屏2>:四式？早くおいで、出発するよ！
4type(0)<Speaker>四式</Speaker>||:了解です！今すぐ行くのであります！
4type(0)<Speaker>四式</Speaker>||<黑屏1>:吾輩は……+結局指揮官殿に……
()<Speaker></Speaker>||<BIN>162</BIN><BGM>BGM_Empty</BGM><黑屏2>:……
()<Speaker>指揮官</Speaker>||<BGM>m_avg_casual</BGM>:よし、あとはこの前の班分け通りに任務にあたってくれ！+今回はこの付近で人魚に関する情報を収集し確認するだけだから、そんなに大変なことじゃないよ。+各班、安全を第一に、目標の指定区域で活動するように。+それと報告も忘れずにね。
()<Speaker>人魚調査小隊</Speaker>||:了解！
4type(2)<Speaker>四式</Speaker>||<黑点1>:よかった！これで近距離で指揮官殿を観察できるのであります！+吾輩の努力は無駄ではなかったのであります！
()<Speaker></Speaker>||<黑点2>:四式は近くのヤシの木の陰に隠れて、指揮官の動きを細かく記録した。
4type(2)<Speaker>四式</Speaker>||:やはり、指揮官殿は先に調査班の仕事を見に行ったか。+先遣調査班……確かルイスとR93……+もっと近くで観察してみるのであります……
Lewis(2)<Speaker>ルイス</Speaker>||:まさしく、先遣調査班は今のところすべてが順調だよ！+R93もすでに目標区域に入って捜索を開始してくれてるし！+ただ、個人的にちょっと困ったことがあって……
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:そう言いながらルイスは日焼け止めを取り出した。
()<Speaker></Speaker>||:……
()<Speaker></Speaker>||:…………
4type(2)<Speaker>四式</Speaker>||<BGM>BGM_Danger</BGM>:ルイスめ……+指揮官殿に日焼け止めを塗らせるなど……！！！+<size=50>なんて厚かましいのでありますか！！！</size>
4type(2)<Speaker>四式</Speaker>||:<size=30>吾輩にも……</size>+<size=30>いつかそのような栄誉を……</size>
4type(2)<Speaker>四式</Speaker>||:今はそんなこと考えてる場合ではありません！+四式、しっかりするのであります！+指揮官殿の一分一秒を記録するのであります。これは全部貴重なネタになるのであります！
()<Speaker></Speaker>||:指揮官がルイスに日焼け止めを塗った後、ルイスは突然日焼け止めを持って指揮官に近づいた。
()<Speaker></Speaker>||:……
()<Speaker></Speaker>||:…………
4type(2)<Speaker>四式</Speaker>||:まさか！指揮官殿に日焼け止めを塗るつもりでありますか？！+ル～イ～ス～！+わ、吾輩はお主を許さないのであります！
4type(2)<Speaker>四式</Speaker>||<Delay>:あっ！+ふぅ……危うく飛び出してしまうところでありました……+ふふ、ルイスは指揮官殿に断られたようでありますね♪
4type(2)<Speaker>四式</Speaker>||<黑点1><BGM>BGM_Empty</BGM>:どうやら指揮官殿は次の班の所へ行くようでありますね。+吾輩も続くのであります！
4type(2)<Speaker>四式</Speaker>||<黑点2>:指揮官殿はあんな隅っこで何をしているのでありますか？+あそこで何かが動いてるような……？
Type88(4)<Speaker>88式</Speaker>||<BGM>BGM_Moon</BGM>:指揮官……+私……
4type(2)<Speaker>四式</Speaker>||:あれは後方救援班の88式？+確か88式の水泳モジュールに欠陥があると聞いたことがあります……+しかも今回の任務のために、何かのアタッチメントをずっと開発してたという。+しかしいくら水泳能力を上げるアタッチメントを開発したとしても、やはり最初の一歩はなかなか踏み出せないものでありますな。
()<Speaker></Speaker>||:……
()<Speaker></Speaker>||:…………
4type(2)<Speaker>四式</Speaker>||:指揮官殿、本当にやさしい方なのであります。+あんな丁寧に88式指導して……
SPS(2)<Speaker>セルジュコフ</Speaker>||:88式、ここにいましたか。
4type(2)<Speaker>四式</Speaker>||:同じ救援班のセルジュコフも来たであります。+情報によると、セルジュコフは専門の訓練を受けたことがあったと聞きました。彼女ならきっと88式を守ってくれるはず……
4type(2)<Speaker>四式</Speaker>||:最近基地の人形はみんな任務に出払っているので、時間のある人形はそんなにいないのであります。+指揮官殿が88式を選んだのも、仕方ないと言えましょう。
4type(2)<Speaker>四式</Speaker>||<黑点1>:……+いや、待ってください……+もし吾輩がデマを流さなければ、88式は今頃基地で自分の研究に専念出来ていたのでは……+……+88式、次回の連載では、必ずお主を一番美しく描くであります！
4type(2)<Speaker>四式</Speaker>||<黑点2>:指揮官殿が浜辺に来たのであります。+おや？あれは……+誰でしたっけ……吾輩、あまり印象がないのであります……+もしや吾輩の記憶モジュールに何か不具合が……？
()<Speaker>指揮官</Speaker>||:Z-62、一人でスイカを抱えてどうしたの？
4type(2)<Speaker>四式</Speaker>||:Z-62という方なのですね。+消去法だと、おそらく機動班の者でしょうか。+しかしC-MSの姿が……
Z62(3)<Speaker>Z-62</Speaker>||:指揮官……+あ、あたし、C-MSのためにスイカを冷やしていて……
()<Speaker></Speaker>||:Z-62は指揮官に機動班の状況を報告した。
()<Speaker></Speaker>||:……
()<Speaker></Speaker>||:…………
4type(2)<Speaker>四式</Speaker>||:おお……なんと不憫でありますか！+まさか初期設定が「存在感がない」にされている人形がいたとは！ずっと忘れられているなんてかわいそうであります。+C-MSもまったく、Z-62にスイカのことを任せたきり忘れるなんて！+それにZ-62もずっと海でC-MSを待っていたなんて……うう……
()<Speaker></Speaker>||:指揮官に諭され、Z-62は自分の本当の考えを話した。
()<Speaker></Speaker>||:……
()<Speaker></Speaker>||:…………
4type(2)<Speaker>四式</Speaker>||:扱われ方に慣れていると言いいつつも、本当はやっぱり気にしているのですね。人は誰だって覚えられたいものでありますから。+Z-62、次回のヒロインはお主にしてあげるであります！
4type(2)<Speaker>四式</Speaker>||:指揮官殿は休憩に入ったのでありますか。+ならば吾輩もネームの整理をするのであります。+今日集めた素材だけでも、何話か持ちそうでありますね。+これなら暫くネタに困ることはないのであります！
4type(2)<Speaker>四式</Speaker>||:さて、今日の指揮官殿の行動は……+全員に任務の内容を説明して、先遣調査班の所に行って、ルイスに絡まれて日焼け止めを……+そして後方救援班の所で、かわいそうな88式を慰めて……+そして……
4type(2)<Speaker>四式</Speaker>||:えーと、次は誰でしたっけ……？+海でスイカを抱えていたのは……
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:遠くの海から叫び声が聞こえた。
()<Speaker></Speaker>||<震屏>:ああああああ！！！
4type(2)<Speaker>四式</Speaker>||<BGM>m_avg_tension</BGM>:誰かの叫び声であります！+きっと何か長編連載のネタにできそうな事件が起きたのであります！+ならば、見逃す手はありません――！
()<Speaker></Speaker>||:四式はすぐ浮き輪に乗って、海のへと滑り込んだ。出来上がりの原稿を抱えつつ、片方の手で水をかいて、叫び声の聞こえた方へ近づいていく。
4type(2)<Speaker>四式</Speaker>||<黑点1>:あれは――+先遣調査班のR93？+まさか、人魚を発見したのでありますか？！+いや……+人魚の情報など吾輩の作り話のはず……
Type88(4)<Speaker>88式</Speaker>||<黑点2><黑点1>:待ってて！+今助けに行きます！
4type(2)<Speaker>四式</Speaker>||<黑点2>:あれは88式！+指揮官殿の言葉に動かされて、勇気をもらったのでありますか！+やはり、指揮官殿はそういう不思議な力を持つ方なのであります！
4type(2)<Speaker>四式</Speaker>||:88式がR93の方へ向かっているのであります！R93、頑張るのであります！+88式がスピードを上げたのであります！まるで獲物を見つけたサメのようであります！+88式、頑張るのであります！お主は――
()<Speaker>88式</Speaker>||:助けて！ごほっゴホッ！+私……ブグブグ……泳げない！
()<Speaker></Speaker>||:四式は浮き輪の上で少し体を動かし、もっと細かく観察できるような姿勢を取った。
4type(2)<Speaker>四式</Speaker>||:……+……88式？
()<Speaker>セルジュコフ</Speaker>||:88式！今助けに行きます！
()<Speaker></Speaker>||:セルジュコフが88式を助けようとしたところを見て、四式は興奮しながらまた少し体を動かした。
4type(2)<Speaker>四式</Speaker>||:やはり、いざという時は専門的な訓練を受けたことのあるセルジュコフが頼りになるのでありますな！+その洗練された動きは、まさにプロの証であります！+さっき吾輩の言った通り、88式に危険はないでしょう。セルジュコフさえついていれば――+おや？あのカラスは一体何をしているのでありますか？+セルジュコフは……
()<Speaker>セルジュコフ</Speaker>||:あ！ぐっ……私の……+……足が……故障して……ぐうぅ……
4type(2)<Speaker>四式</Speaker>||:……+やはり吾輩は少し黙った方がいいのかもしれません。
4type(2)<Speaker>四式</Speaker>||:あ！+88式が……+何とか立ち直ったみたいのであります！+指揮官殿の言葉が無駄ではなかったのであります！
4type(2)<Speaker>四式</Speaker>||:88式！頑張るのであります！+立ち上がれ！立ち上がれ！
4type(2)<Speaker>四式</Speaker>||:なんと――――！！！+88式がセルジュコフを抱き上げたのであります！こんなのまさに吾輩の漫画の展開ではありませんか？！+やはり吾輩の言った通り、88式こそが――
()<Speaker></Speaker>||:四式は興奮し過ぎたあまり、つい自分が浮き輪の上にいることを忘れてしまった……
4type(3)<Speaker>四式</Speaker>||:あっ――！！！+ブグブグブグ……
()<Speaker></Speaker>||:幸い、四式の水泳性能は悪くなく、すぐ自力で浮き輪に戻ることができた。+ただ、四式の原稿はそうもいかなかった……
4type(2)<Speaker>四式</Speaker>||<黑点1>:あああああああああ！！！+吾輩のネーム！！！+吾輩の、血と汗の結晶が――！！！
()<Speaker></Speaker>||<BIN>9</BIN><黑点2><BGM>BGM_Empty</BGM>:……
4type(2)<Speaker>四式</Speaker>||<BGM>BGM_Wake</BGM>:まさか……こんな最悪な結末になるとは……+このまま連載の更新ができず、編集に裏切られ、指揮官殿がそれを手がかりにして調査し、デマを流したのは吾輩であることがバレてしまうのであります……+そして激怒した指揮官殿はその場で吾輩を解体し……+吾輩は暗い鉱山で余生を過ごすことに……
4type(2)<Speaker>四式</Speaker>||:これはきっと報いなのであります。+漫画のネタを得るために、デマを流して指揮官殿を騙した報いなのであります。+結局、何とかできた原稿も台無しになって……
4type(2)<Speaker>四式</Speaker>||:うっ、ううう……ちくしょう！+吾輩は鉱山よりも、カフェの方がいいのであります！+いや違う！この期に及んで鉱山かカフェかなんて！
()<Speaker>？？？</Speaker>||<黑点1><BGM>BGM_Empty</BGM>:よ……よん式！+……しき……よん……！
()<Speaker>指揮官</Speaker>||<BIN>162</BIN><黑点2><BGM>GF_Memorial</BGM>:四式？四式？！
4type(2)<Speaker>四式</Speaker>||:！！！+指揮官殿！
()<Speaker>指揮官</Speaker>||:ビックリした、この暑さフリーズしたのかと思ったよ。+スイカの前で鉱山とかカフェとか言って……
4type(2)<Speaker>四式</Speaker>||:指揮官殿……+わ、吾輩は……言いたいことがあります……+しかし！吾輩がそれを言う前に、不遜ながらも、指揮官殿に一つ約束して欲しいことがあります……
4type(2)<Speaker>四式</Speaker>||<Dealy>:それは……+何があっても、吾輩を捨てないで欲しいのであります……+指揮官殿の傍にさえいられれば、吾輩はなんでもするのであります！<c>いいよ。<c>先に話を聞かせて。
()<Speaker></Speaker>||:四式は人魚に関するデマのことを全て話した。
()<Speaker></Speaker>||:……
()<Speaker>指揮官</Speaker>||:……+お、そうか。
4type(2)<Speaker>四式</Speaker>||:指揮官殿……怒らないのでありますか……？
()<Speaker>指揮官</Speaker>||:全部予想通りだよ。+言ったでしょ？私の計画は完璧だ。
4type(2)<Speaker>四式</Speaker>||:む……そう、でありました。+しかし、それでも吾輩のためにこんな芝居に付き合ってくれたのでありますか？
()<Speaker>指揮官</Speaker>||:もともとバカンスのつもりで受けた任務だよ。+だから人魚なんていてもいなくても、大して重要なことじゃないのさ。
4type(2)<Speaker>四式</Speaker>||:それなら……一体、何が大事なのでありましょうか？<c>……もちろん、みんなと一緒にいる楽しい時間さ。<c>……もちろん、君と一緒にいる楽しい時間さ。
4type(2)<Speaker>四式</Speaker>||<分支>1</分支>:そうか、吾輩のネタも、みんなと一緒にいる時のものが多いのであります。+しかし吾輩ときたら、ずっとしめき……いえなんでもないのであります……+とにかく、楽しいことをたくさん見逃ししまったような気がするのであります。
4type(2)<Speaker>四式</Speaker>||<分支>2</分支>:指揮官殿……わ、吾輩にとっても、指揮官殿の傍にいる時間が一番大事なのであります。+しかし、指揮官殿もそう感じていたとは、本当に……よかった……+しかし吾輩ときたら、ずっとしめき……いえなんでもないのであります……+とにかく、楽しいことをたくさん見逃ししまったような気がするのであります。
()<Speaker>指揮官</Speaker>||:大丈夫だよ。+今日はまだ終わってないから、一緒に夕食の準備をしよう。
4type(2)<Speaker>四式</Speaker>||:……はい！+感謝いたします、指揮官殿！+吾輩もようやく分かったのであります……
4type(2)<Speaker>四式</Speaker>||<黑点1>:今行くのであります！
4type(2)<Speaker>四式</Speaker>||<BIN>9</BIN><黑点2>:吾輩にとって、漫画はとても大事な物であります。+なぜなら……吾輩にとって大事なことを色々記録できる故……+たとえいつか吾輩のメンタルモデルがクリアされても、この漫画を見ればきっと……+指揮官殿やみんなのことを思い出せるのであります！
4type(2)<Speaker>四式</Speaker>||:しかし、本当に大事なのは漫画ではなく、指揮官殿やみんなと一緒にいられる楽しい時間なのであります。+吾輩が漫画を描き始めた理由は、その楽しい時間を記録するため……漫画を描くために、その楽しい時間を疎かにするなど、吾輩は本当に愚か者なのであります……+漫画の原稿を失ったぐらいのことで悲しむなど……
4type(2)<Speaker>四式</Speaker>||:まだ今日という楽しい時間がここにあって、吾輩のメンタルモデルに保存されているのであります。+吾輩の楽しい思い出は、唯一無二のものであります！
4type(2)<Speaker>四式</Speaker>||:よし！今から指揮官殿と夕食の準備をするのであります！+漫画の連載など、基地に帰ってから考えるのであります！+漫画のために、みんなとの楽しい時間を無駄にすることはできないのであります！
4type(2)<Speaker>四式</Speaker>||<黑屏1>:みんな！+吾輩も行くのであります――！！
