()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||<黑屏1>:88式は準備をしているセルジュコフを見て溜息を吐くと、一人でみんなと反対の方へ行った……+誰もいない隅っこで、88式は一つ大きな段ボール箱に身を隠した。
()<Speaker></Speaker>||<黑屏2><BIN>9</BIN>:箱の中で、88式は溺水防止アタッチメントを取り出した。
Type88(4)<Speaker>88式</Speaker>||:……+役に立つかどうか分かりませんし……+役に立って欲しいのか欲しくないのかも分かりません……
()<Speaker></Speaker>||:88式は溺水防止アタッチメントを自分につけた。
()<Speaker></Speaker>||:【溺水防止アタッチメント、マッチングクリア】+【システムと同期中……】+【……30%……50%……75%……】+【99%】+【……】+【…………】+【同期完了】
Type88(4)<Speaker>88式</Speaker>||:成功しました！+これならいけるのかもしれません！
()<Speaker></Speaker>||:88式の目に一瞬だけ光が宿ったが、またすぐくすんでしまった。
Type88(4)<Speaker>88式</Speaker>||:やっぱりこのままここにいよう。+泳ぐの怖いし、海も怖い……+救援班の仕事をやっても、泳げない私じゃこの溺水防止アタッチメントを頼るしかありません……+もし何か不具合が起きたら、きっと笑われてしまいます……
Type88(4)<Speaker>88式</Speaker>||:ううっ……みんなに笑われたくないよ……+私もみんなと一緒に……
()<Speaker>指揮官</Speaker>||:88式？ここにいるのか？
Type88(4)<Speaker>88式</Speaker>||:指揮官……探しに来てくれたの？+嬉しい、私がいなくなったことにすぐ気づいて。+でも、やっぱり見つからないようにしておこう。+見つかったら、きっと怒られてしまいます。
Type88(4)<Speaker>88式</Speaker>||:もしずっと見つからないままだったら、指揮官は私を置いて行ってしまうのでしょうか……
()<Speaker>指揮官</Speaker>||<黑点1><BGM>BGM_Empty</BGM>:ここにいたのか。
Type88(4)<Speaker>88式</Speaker>||<黑点2><BIN>162</BIN>:指揮官、私……
()<Speaker>指揮官</Speaker>||:なんでこんな箱に隠れてるんだ？
Type88(4)<Speaker>88式</Speaker>||<BGM>BGM_Moon</BGM>:私、セルジュコフの足を引っ張りたくないですし……+私と一緒に任務を執行するよりも、やっぱりセルジュコフ一人の方が楽だと思います……
()<Speaker>指揮官</Speaker>||:ちゃんとセルジュコフと相談したの？
Type88(4)<Speaker>88式</Speaker>||:いえ……
()<Speaker>指揮官</Speaker>||:最初に君がいなくなったって気づいたのはセルジュコフだよ。+彼女も君を探している。+しかもわざわざ救急の訓練メニューを用意したようだよ。
Type88(4)<Speaker>88式</Speaker>||:……
SPS(2)<Speaker>セルジュコフ</Speaker>||:88式、こんなところにいましたか。
()<Speaker>指揮官</Speaker>||:88式のことは任せたよ。
()<Speaker></Speaker>||:そして指揮官は励ますつもりで軽く88式の肩を叩いて、別の班の所へ向かった。
Type88(4)<Speaker>88式</Speaker>||:ごめんなさい、セルジュコフ……+私のわがままで……
SPS(2)<Speaker>セルジュコフ</Speaker>||:平気です、88式。+私も初めて海での任務を受けたあなたの気持ちを考えていませんでした。+身体の訓練だけを考えて、気持ちの問題を忘れていました。
Type88(4)<Speaker>88式</Speaker>||:あなたはもう今回の任務のために色々考えてくれましたよ。+本当にありがとう……
SPS(2)<Speaker>セルジュコフ</Speaker>||:私も初めて海での任務を受けた時、同じように慌てていました。+でも、あなたは私と違って、ちゃんと自分の不安を口に出すことができた。+あの時の私はただ、落ち着ていた振りをしていただけ。
SPS(2)<Speaker>セルジュコフ</Speaker>||:あの時、私の隊長は私のことを嫌がらずに、ずっと私を信じてくれた。+もし彼女がいなかったら、私はきっとあの任務の中で失敗をして、そしても二度と海での任務を受けることがなかったでしょう。+だから、あの時のように、私もあなたを信じます。
Type88(4)<Speaker>88式</Speaker>||:でも私、全然泳げないし……+救急なんてとても……+無理です……
Type88(4)<Speaker>88式</Speaker>||:本当は溺水防止アタッチメントを作ってみようって思ってましたけど……+時間が足りなくて……+いまだに未完成のまま……
SPS(2)<Speaker>セルジュコフ</Speaker>||:溺水防止アタッチメンを作ろうとしたということは、今回の任務をちゃんとこなすつもりだったということでしょう？+ならそんなに完璧ではなくても、全然悪くない始まりです。+後は、私の救急特訓で少し補ってやれば！
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:セルジュコフは88式の手を引いて海の方へ向かった。
Type88(4)<Speaker>88式</Speaker>||<黑点1>:……イヤァ！！！
()<Speaker></Speaker>||<BIN>9</BIN><黑点2>:……
()<Speaker>セルジュコフ</Speaker>||:88式、目を開けてみて。
()<Speaker>88式</Speaker>||:もしかして今、海に近いのですか？+なんだか塩の匂いがします……
()<Speaker>セルジュコフ</Speaker>||:そう、今からあなたに初めての海を体験してもらいます。+ほら、自分で歩いてみて、海水が冷たくて気持ちいいでしょ？
()<Speaker>88式</Speaker>||:え？なに？！+うああ！怖い！
()<Speaker></Speaker>||<黑屏1>:88式はセルジュコフの手から抜け出して、目を閉じたまま走り出した。+そしてなぜか海辺に落ちてあるビーチボールを踏んで、砂浜に転び倒れた。
SPS(2)<Speaker>セルジュコフ</Speaker>||<睁眼><BIN>162</BIN>:88式！+大丈夫ですか？
Type88(5)<Speaker>88式</Speaker>||<BGM>m_avg_casual</BGM>:これは……+砂の感触？+柔らかくて暖かい……
SPS(2)<Speaker>セルジュコフ</Speaker>||:そうですよ。+落ち着いて感じ取れば、海にもやさしい一面があります。
()<Speaker></Speaker>||:セルジュコフは88式に手を伸ばし、//n88式は少し躊躇ったけど、軽くその手を握った。+セルジュコフの手は浜辺の砂粒よりもずっと暖かくてやさしい感じがした。
SPS(2)<Speaker>セルジュコフ</Speaker>||:もう一回試しみましょうか？
Type88(4)<Speaker>88式</Speaker>||:うん……
()<Speaker></Speaker>||:セルジュコフは88式の手を引いて、ゆっくりと浅瀬に踏み込んだ。+白浪が砂粒を巻き起こして、彼女たちの足に涼しくて爽やかな刺激を与えた後、またゆらゆらと海の中へと戻っていく。+88式は少し驚いた表情でセルジュコフを見つめて、//nそして二人は何か通じ合ったように笑った。
SPS(2)<Speaker>セルジュコフ</Speaker>||:よし、ここで救急特訓を始めましょう！
Type88(4)<Speaker>88式</Speaker>||<黑点1>:はい！
()<Speaker></Speaker>||<黑点2>:1時間後。
SPS(2)<Speaker>セルジュコフ</Speaker>||:基本的な内容はこんな感じですね。+さて、そろそろみんなの安全を守るためにパトロールを始めましょうか！
Type88(4)<Speaker>88式</Speaker>||:救急に関する色んな知識を記録したのはいいですけど、なんだか……
SPS(2)<Speaker>セルジュコフ</Speaker>||:大丈夫です！パトロールをしながら、一つ一つ復習していきましょう！
Type88(4)<Speaker>88式</Speaker>||:はい、なるべく覚えたことを全部実践してみたいですね。+えーと……まず最初にやるべきことは……+確か……準備運動？+そして……
SPS(2)<Speaker>セルジュコフ</Speaker>||:もしかして緊張していますの？+それは別に悪いことではありません。緊張しているということは、仲間のことを大事に思っているからです。+それでこそ、より慎重に未知の危険を対処することができます。
Type88(4)<Speaker>88式</Speaker>||:それはつまり……+緊張している状態の方が、より隠れている問題を発見できる、ということですか？+うーん……一理あると思います……
SPS(2)<Speaker>セルジュコフ</Speaker>||:いえ、もし緊張をなくすことができないのなら、という意味の話です。+緊張を任務を妨げとしてとらえるのではなく、自分を動かす原動力として扱うのです。
Type88(4)<Speaker>88式</Speaker>||:緊張を……原動力に？
SPS(2)<Speaker>セルジュコフ</Speaker>||:そうです。例えば今回、あなたはこの任務を受けてとても緊張して、自分がちゃんとできるのかをずっと心配していました。+でも逆に、この緊張と不安が原因で、あなたは溺水防止アタッチメントを作ったとも言えますね。+なのでさっき、私はこれを全然悪くない始まりだと言いました……
Type88(4)<Speaker>88式</Speaker>||:でもこの溺水防止アタッチメントも本当はただ浮き輪を取り付けた貯蔵モジュールで……+どうすれば浮き輪を傷つけずに体積を可能な限り圧縮できるのかも考えてたけど……+あとどうすれば起動した瞬間に浮き輪に空気を充填できるのか……+解決方法は思いつているけどまだ全部検証していないので……+つまりまだ――
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:その時、88式は遠くからの叫び声を聞こえた。+ああああああ――
Type88(4)<Speaker>88式</Speaker>||<BGM>m_avg_tension</BGM>:セルジュコフ聞こえてる？
SPS(2)<Speaker>セルジュコフ</Speaker>||:何をですか？
Type88(4)<Speaker>88式</Speaker>||:あっちに助けを求めているような声が……
SPS(2)<Speaker>セルジュコフ</Speaker>||:そうですか？特に何もない様子ですけど……+望遠鏡を取って確認してみますね。
()<Speaker></Speaker>||<黑点1>:セルジュコフは小走りで荷物を置いた場所に戻り、望遠鏡を取りに行った。
()<Speaker></Speaker>||<黑点2><BIN>9</BIN>:88式は一人でぼうっと海を眺める。
Type88(4)<Speaker>88式</Speaker>||:緊張しすぎて聴覚システムに不具合が出たのかな？+でもあれは確かに誰かの叫び声……
Type88(4)<Speaker>88式</Speaker>||:だとすれば、この時間帯で海で任務にあたっているのは先遣調査班だけ。+そして調査班のルイスは今釣りをしているはずだから、おそらくあれはR93の声……
Type88(4)<Speaker>88式</Speaker>||:R93の外見特徴は――
()<Speaker></Speaker>||:88式は海面を見つめながら、メンタルモデルにある資料を検索した。
Type88(4)<Speaker>88式</Speaker>||:そうです、ああいうピンク色の髪をしている人です！+え、待って……あれは、R93の頭？！
Type88(4)<Speaker>88式</Speaker>||:どうしよう？！+今すぐ助けに行くべき？
Type88(4)<Speaker>88式</Speaker>||:セルジュコフは言ってた……+私はみんなから信頼されていると……
Type88(4)<Speaker>88式</Speaker>||:……深呼吸して。
()<Speaker></Speaker>||<黑屏1>:88式は目を閉じた。その瞬間、まるで時間が止まったかのように、空気は流れず、波は打たず、空を飛ぶ海鳥すらも鳴かずに沈黙したようだ。
()<Speaker></Speaker>||<黑屏2><BIN>162</BIN>:……
()<Speaker></Speaker>||:そして88式は目を開け、海へ向けて走り出した。今までの恐れがまるで嘘のように。
Type88(4)<Speaker>88式</Speaker>||:R93！+待ってて、今助けに行きます！
()<Speaker></Speaker>||:頬を掠めていく潮風も、足元で弾ける水玉も、空を飛ぶ海鳥も、まるで自分を応援しているようだ。
()<Speaker></Speaker>||:88式は走り続いていた。しかしなぜか段々と体が重くなり、一歩を踏み出すだけでも全身の力を使わなければならないようなった。+何かがおかしいと88式が気づいたとき、海水はすでに彼女の胸元まで上がってきた。+その一瞬の怖がりで、彼女の足から力が抜けた。
Type88(4)<Speaker>88式</Speaker>||<BGM>BGM_Empty</BGM>:うあっ……+落ち着いて、88式！
()<Speaker></Speaker>||:【溺水防止アタッチメント起動】+【システムエラー:溺水防止アタッチメント起動失敗】
Type88(4)<Speaker>88式</Speaker>||:そんな……+……いや……
()<Speaker></Speaker>||:【溺水防止アタッチメント再起動】+【システムエラー:溺水防止アタッチメント再起動失敗】
Type88(4)<Speaker>88式</Speaker>||:助けて！ごほっゴホッ！+私……ブグブグ……泳げない！
Type88(4)<Speaker>88式</Speaker>||<BGM>GF_Memorial</BGM>:（う……ここまでなの……）+（セルジュコフがあんなに教えてくれたのに……）+（私……結局何も……）+（きっと……がっかりさせちゃうのかな……）
()<Speaker>セルジュコフ</Speaker>||<Delay>:88式！今助けに行きます！
Type88(4)<Speaker>88式</Speaker>||:（セル……ジュコフ……！）+（助けに来て……）
Type88(4)<Speaker>88式</Speaker>||:セルジュコフ！+私……ぐ……ここです！
()<Speaker>セルジュコフ</Speaker>||:今すぐに！
Type88(4)<Speaker>88式</Speaker>||:（これが、プロの訓練を受けた姿なの？）+（私を助けるためにあんなに必死になって……）
Type88(4)<Speaker>88式</Speaker>||:（え？あれは……カラス？）+（なんでカラスがセルジュコフの荷物を咥えて飛んでるの？）+（セルジュコフ一人じゃ手に負えないみたい……）
()<Speaker>セルジュコフ</Speaker>||:あ！ぐっ……私の……+……足が……故障して……ぐうぅ……
Type88(4)<Speaker>88式</Speaker>||:（セルジュコフ！）+（……ダメ！）
Type88(4)<Speaker>88式</Speaker>||<黑点1>:（どうすれば……？）+（セルジュコフが教えてくれた救急の知識……）+（思い出して！今思い出せなくてそうするの、88式！）
SPS(2)<Speaker>セルジュコフ</Speaker>||<黑点2><回忆>:私も初めて海での任務を受けた時、同じように慌てていました。+でも、あなたは私と違って、ちゃんと自分の不安を口に出すことができた。+あの時の私はただ、落ち着ていた振りをしていただけ。
SPS(2)<Speaker>セルジュコフ</Speaker>||:あの時、私の隊長は私のことを嫌がらずに、ずっと私を信じてくれた。+もし彼女がいなかったら、私はきっとあの任務の中で失敗をして、そしても二度と海での任務を受けることがなかったでしょう。+だから、あの時のように、私もあなたを信じます。
()<Speaker></Speaker>||:……
SPS(2)<Speaker>セルジュコフ</Speaker>||<黑点1>:もし緊張をなくすことができないのなら……+緊張を任務を妨げとしてとらえるのではなく、自分を動かす原動力として扱うのです。
Type88(4)<Speaker>88式</Speaker>||<黑点2><关闭蒙版>:ふぅ……+やっと何とかなりそう……+とりあえずこの設計で試作品を……
Type88(4)<Speaker>88式</Speaker>||:落ち着いて、じたばたしないように、自分のバランスを取り戻す。+そして鼻を水面に出して、息を吸って、吐いて……+あとは遭難者の後ろから、体を掴んで固める。
Type88(4)<Speaker>88式</Speaker>||:よし、セルジュコフを掴めた！+そしてもう一度鼻を水面に……
()<Speaker></Speaker>||:セルジュコフも88式の動きに合わせ、二人はゆっくりと水面へ近づいていく。
()<Speaker></Speaker>||:その途中で、88式は何かに気づいた気がした。
Type88(4)<Speaker>88式</Speaker>||<BGM>BGM_Empty</BGM>:待って？
()<Speaker></Speaker>||:ようやく88式の足が何かについて、力いっぱいで立ち上がってみると、そこはちょうど海水が自分の胸元ぐらいにあるところだった。
Type88(4)<Speaker>88式</Speaker>||:……
SPS(2)<Speaker>セルジュコフ</Speaker>||:……
()<Speaker></Speaker>||:そして二人はせぇせぇと息をしながら岸辺へ向かっていく。
()<Speaker></Speaker>||:柔らかくて暖かい砂に足がつくと、二人は同時にビーチの上に倒れた。
SPS(2)<Speaker>セルジュコフ</Speaker>||:……
Type88(4)<Speaker>88式</Speaker>||:……
SPS(2)<Speaker>セルジュコフ</Speaker>||<BGM>m_avg_casual</BGM>:プハハハハハハ……
Type88(4)<Speaker>88式</Speaker>||:あははは……
SPS(2)<Speaker>セルジュコフ</Speaker>||:これはまったく……+今までの仕事の中でもトップ10に入る事故でした、ははは……
Type88(4)<Speaker>88式</Speaker>||:いえ、これは全部私のせい……
SPS(2)<Speaker>セルジュコフ</Speaker>||:もし助けに来てくれなかったら、二人で一緒に修理室行きになるところでした。+やっぱり、あなたを信じて正解でしたね。
Type88(4)<Speaker>88式</Speaker>||:うん……ありがとう、セルジュコフ。+もしあなたがいなかったら、私は未だに段ボール箱の中で震えてたかもしれない。+海に入るどころか……+結局すぐ失敗しましたけど……
SPS(2)<Speaker>セルジュコフ</Speaker>||:……このことは誰にも言いません。+代わりに、私が失敗したことも……
Type88(4)<Speaker>88式</Speaker>||:セルジュコフ……何か、忘れている気がしませんか……？
SPS(2)<Speaker>セルジュコフ</Speaker>||:……+R93……！+早く指揮官に報告しないと！
()<Speaker></Speaker>||<黑屏1>:夏の日差しのもと、暖かくて柔らかなビーチの上で、二人の少女はお互いを支えながらまた走り出した。
