()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
NPC-Powell(0)<Speaker>シグマ</Speaker>;Welrod(0)||:不浄な部分を取り除き、平凡な部分を改め、//nメシア様を完全なるメシア様へと創り変えるのです。+素晴らしい事だというのに、メシア様は拒まれた。とても残念です。
NPC-Powell(0);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:彼女が望まないのに、なぜそうする必要が？
NPC-Powell(0)<Speaker>シグマ</Speaker>;Welrod(0)||:望まぬからと言って避けて通れることが、この世にどれだけあるでしょう？+人も然り、人形も然り。皆、少なからず誰かの希望によって、//n前へと突き動かされています。+人間は幼い頃から家族の思いを背負い、//n人形は設計意図を組み込まれて、生まれてきます。+メシア様も然り、貴方様も然り。+貴方様は何のために生まれたのですか？
NPC-Powell(0);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:……私は、正義のために生まれました。
NPC-Powell(0)<Speaker>シグマ</Speaker>;Welrod(0)||:なるほど。では、メシア様がお戻りになり、我々をお導きになる、//nそれが我々の正義です。+我々の正義のために、お手伝い願えませんか、ウェルロッドさん？
NPC-Powell(0);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:私は……
NPC-Powell(0)<Speaker>シグマ</Speaker>||<BGM>BGM_Empty</BGM>:メシア様を説得して頂きたいのです――+ご覧のように、メシア様は我々の話に聞く耳を持ちません。
()<Speaker></Speaker>||<BGM>BGM_Danger</BGM>:ウェルロッドは立ち上がり、シグマの目線が向く正門の方を見た。+メシアと路地裏の人形たちが、縛られた格好でホールへと運ばれてきた。
NPC-Powell(0)<Speaker>シグマ</Speaker>||:どうか手荒な真似をお許しください。//nこうするしかありませんでした。+では皆さん、こちらでご歓談でも。
()<Speaker></Speaker>||:そう言いながらシグマはメシアにお辞儀をし、ホールを離れた。+煌びやかな青のバーチャルカーテンが降りてきて、外と室内を隔てた。
Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||<SE1>RunStep</SE1>:待ってください！
NPC-Powell(0)<Speaker>シグマ</Speaker>;Welrod(0)||:あぁ――それ以上前に出ないで下さい、ウェルロッドさん。+この防壁は人形専用のデータフロー防壁です。//n無理に触れると、あなたのチップを溶かしてしまいかねない。+あなたはグリフィンの人形です。//nグリフィンのお偉方には、睨まれたくありませんからね。
Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:チッ……！
()<Speaker>スウィープ</Speaker>||:うう、ウェルロッド……ボクたち、//nお仕事してたら、いきなり捕まえられちゃったの！
NPC-handyman(0)<Speaker>ロックスミス</Speaker>||:なんなんだ一体！？+おい、メシア、どういう事だ？お前、奴らのボスだったのか？
sub2000(2)<Speaker>メシア</Speaker>||:……
()<Speaker></Speaker>||<黑点1><BGM>BGM_Empty</BGM>:メシアは沈黙していた。ウェルロッドがどう尋ねても答えようとしない。+ウェルロッドは仕方なく、他の人形たちの縄を解いた。//n結局、メシアとウェルロッドは一言も言葉を交わさないまま夜になった。
()<Speaker>/Speaker>||<BIN>139</BIN><Night><黑点2><BGM>m_avg_tension</BGM>:メシアに話す気が無いのを見て、ウェルロッドはその場に座り込み、//n目を閉じてデータを整理し始めた。+しかし数分もせず、微かな物音が聞こえたため、驚いて目を覚ました。//nウェルロッドが目を開けると、立ち上がったメシアが、//nあの壁に触れようとしているのが見えた。
()<Speaker></Speaker>||<SE1>AVG_lifttable</SE1>:ウェルロッドが止める叫び声を聞きながらも、メシアは構わず防壁への歩みを速めた。+ウェルロッドはなりふりかまわず全力で走り出すと、//n壁に触れる直前に彼女を取り押さえた。
sub2000(2)<Speaker>メシア</Speaker>||:放して！
()<Speaker>スウィープ</Speaker>||:メシア……ウェルロッド、どうしたの！？……キャ――ッ！！
Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:何を考えてるんですか！+あなたはここの教主なんでしょう、何を恐れているんです！？
sub2000(2)<Speaker>メシア</Speaker>;Welrod(0)||:アタシはここの教主でも何でもない！//nメシアなんかになりたいやつは勝手になればいい！アタシは関係ない！
sub2000(2);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:そう自暴自棄にならないで、//nあなたの教徒を制御する方法を考えなくては――
sub2000(4)<Speaker>メシア</Speaker>;Welrod(0)||:アタシには無理なんだってば！//nアタシはメシアじゃない、制御なんかできるわけないでしょ！？
sub2000(4);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:……どういうことですか？
sub2000(4)<Speaker>メシア？</Speaker>;Welrod(0)||:アタシは……アタシは、アイツらに連れて来られただけのニセモノ……//nただのヨガ用人形なんだよ……
sub2000(4);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:……なんですって？
sub2000(4)<Speaker>メシア？</Speaker>;Welrod(0)||:ウェルロッド、アンタはグリフィンの戦術人形だ。//nアタシなんかよりも確かで強くて……+アンタみたいなヤツに、アタシの境遇なんてわかりっこない。+なんでアンタだけが良い目にあってんの？//nそんなヤツがなんでアタシらを助けようとするのさ？
sub2000(4);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:……すみません。そう言われても、私にあなたを理解できるとは言えません。+あなたの言うように、私は確かに強い。それに上司にも恵まれている。
sub2000(4);Welrod(0)<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:その時、ウェルロッドは決心した。
sub2000(4);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||<BGM>BGM_Wake</BGM>:シグマは言っていました、あなたをアップグレードさせる事こそが正義だと。//n私は、彼にも一理あると……
sub2000(2)<Speaker>メシア？</Speaker>;Welrod(0)||:こんの、裏切者が――
sub2000(2);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:罵るのは構いませんが、最後まで聞いてください。+彼の言葉にも一理あります、あれは彼の正義なのですから。//nそして、あなたを警察に連れて行こうとするのは、私の正義です。+ですが……どちらもあなたの正義ではない。//n私たちが何を言おうとも、あなたにとっては間違っている。
sub2000(2)<Speaker>メシア？</Speaker>;Welrod(0)||:そういうのはもう聞き飽きた。ハッキリ言いなよ、何がしたいの？
sub2000(2);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:メシアさん、私があなたの正義を実現させてみせます。+あなた方を連れてここから逃げ、イエローエリアへと向かいます。+以前の私の計画通り、共にそこで暮らしましょう。
sub2000(2)<Speaker>メシア？</Speaker>;Welrod(0)||:世迷い事もいい加減にしなよ！+たとえ本物のメシアがいたって、ここから出られるとは限らない。//nアンタなんか、ちょっと強いだけのエリート人形に過ぎないじゃないさ！？
sub2000(2);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:方法はあります。どうか聞いてください。
sub2000(2)<Speaker>メシア？</Speaker>;Welrod(0)||:……
NPC-PasserbyF(0)<Speaker>スウィープ</Speaker>;Welrod(0)||:メシア、話を聞いてみようよ……ウェルロッドなら、きっと力になってくれる。
sub2000(2)<Speaker>メシア？</Speaker>;Welrod(0)||:……話して。
sub2000(2);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:このデータフローは、機械が生み出しているに違いありません。//n私たちをダウンさせられるほどの代物なら、//n自身もダウンする可能性があります。+皆さんの記憶のコピーを渡して頂ければ、//n私でも似たようなデータフロー防壁を作りだすことができます。+それをここの防御にぶつけて機能停止させ、その隙に逃げ出すのです。
sub2000(2)<Speaker>メシア？</Speaker>;Welrod(0)||:賭けだね……
sub2000(2);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:これが唯一のチャンスです。+ここから逃げなければ、あなたは望まぬ姿へと改造されてしまう。+ですが賭けに勝てば、//nイエローエリアで新しい生活を始める事ができる……
sub2000(2)<Speaker>メシア？</Speaker>;Welrod(0)||:アタシは……
sub2000(2);Welrod(6)<Speaker>ウェルロッドMkⅡ</Speaker>||:皆さんはすでに、職を探す方法を学んでいますし、//n基礎データには植物の栽培方法も記録されている。+それでも不安なら、私と共にグリフィンへ行きましょう、私が推薦します。+指揮官はとても良い方です、//n私たちとも心を通わせ、平等に接してくれる方です。+そこでは誰もあなたを神と崇めたりしませんし、//n心地良く過ごすことができますよ。
sub2000(2)<Speaker>メシア？</Speaker>;Welrod(6)||:……アンタは？これだけのデータフローじゃ、//nアンタのチップまで焼け落ちちゃうよ？
sub2000(2);Welrod(6)<Speaker>ウェルロッドMkⅡ</Speaker>||:私はグリフィンのウェルロッド、正義のために生まれた人形です。
sub2000(2)<Speaker>メシア？</Speaker>;Welrod(6)||:ふざけるのはやめて！
Welrod(6)<Speaker>ウェルロッドMkⅡ</Speaker>||:ハハ、私は大丈夫です、心配いりませんよ。+ですが、万が一のために……//nメシアさん、キャパシティに余裕はありますか？+私の最近の記憶をあなたにコピーさせてください、念のためです。
()<Speaker></Speaker>||<黑屏1>:メシアは頷いた。+彼女がウェルロッドとデータを交換し終えると、//n人形たちは順番にウェルロッドと接続し、//n彼ら自身の記憶を転送していった。
()<Speaker></Speaker>||<黑屏2><BIN>72</BIN><黑屏1><BGM>m_avg_hope</BGM>:……+ウェルロッドは目を閉じた。+彼女の内部ストレージは、メンタルへと流れ込んできた//n大量の情報で氾濫していた。+そのため、今は必要としない機能の一部を削除するしかなかった。+やがて彼女はゆっくりと手を掲げ、目の前の防壁に触れた。
()<Speaker></Speaker>||<黑屏2><BIN>247</BIN>:データフローが衝突したことで、防壁は激しく波打ち、//nまるで煮えたぎる湯のごとく、ぐらぐらと湧き起こり始めた――
NPC-PasserbyF(0)<Speaker></Speaker>||:彼女はスウィープ、いたって普通のお掃除ロボット。
NPC-handyman(0)<Speaker></Speaker>||:彼女はロックスミス、機械の修理を生業としていたが、//n淘汰されて捨てられた。
()<Speaker></Speaker>||<白屏1>:彼女はシェフであり、給仕であり、メシアであり、ウェルロッドであり、//n生きることを渇望する人形だった。
()<Speaker></Speaker>||<白屏2><BIN>249</BIN><SE1>AVG_Broken_Glass</SE1>:集めたデータが防壁を破った。//n虚構の檻は崩れ、無数の光の粒となった。
sub2000(2)<Speaker>メシア？</Speaker>||:ウェルロッド！大丈夫なの？
Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||<SE1>AVG_whitenoise</SE1><黑屏1>:大丈夫です、早く行きましょう。
()<Speaker></Speaker>||<黑屏2><BIN>84</BIN><BGM>BGM_Empty</BGM>:……+彼らは歩いた。+約束された場所に向かって、ひたすら進んでいく。
()<Speaker>スウィープ</Speaker>||<BGM>BGM_Sunshine</BGM>:うぅぅ……もう歩けないよぉ……
Welrod(6)<Speaker>ウェルロッドMkⅡ</Speaker>||<SE1>AVG_whitenoise</SE1>:すみません、もう少し頑張ってください、スウィープ。+もうすぐ着きますから、約束します。
Welrod(6)<Speaker>スウィープ</Speaker>;Welrod(6)||:その場所、本当に安全で、いいところなの？
Welrod(6)<Speaker>ウェルロッドMkⅡ</Speaker>||<SE1>AVG_whitenoise</SE1>:ええ、とても安全で自由なところですよ。+そこでシェフのために発電機を回してもいいですし、//n人間の食べ物を作ることもできます。
Welrod(6)<Speaker>スウィープ</Speaker>;Welrod(6)||<黑屏1>:ス、スウィープ、頑張る……
()<Speaker></Speaker>||<黑屏2><BIN>86</BIN>:彼らは歩いた。+希望に向かって、ひたすら進んでいく。
NPC-handyman(0)<Speaker>ロックスミス</Speaker>||:ヤバいぞ、バッテリーが切れそうだ……+ウェルロッド、あとどれくらいだ？
Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||<SE1>AVG_whitenoise</SE1>:もうすぐです。ここで足を止めたら、//n今までの努力が水の泡ですよ、ロックスミスさん。+エネルギーを節約したいのでしたら、私が支えましょうか？
NPC-handyman(0)<Speaker>ロックスミス</Speaker>;Welrod(0)||<黑屏1>:ケッ、よしとくれよ！+さすがにそこまで老いさらばえちゃいねェよ、自分で歩けらァ。
()<Speaker></Speaker>||<黑屏2><BIN>187</BIN>:彼らは歩いた……そしてようやく、ウェルロッドは歩みを止めた。+彼女の華奢な肩越しに、//n人形たちはついに約束の場所を目にしたのだった。
sub2000(5)<Speaker>メシア？</Speaker>||:着いた！ウェルロッド、着いたよ……+……ウェルロッド？
Welrod(8)<Speaker>ウェルロッドMkⅡ</Speaker>||<BGM>BGM_Empty</BGM>:……
Welrod(8)<Speaker></Speaker>||<BGM>BGM_Sad</BGM>:ウェルロッドは何も答えず、その場に佇んでいた。+異変に気づいた人形たちが、彼女の目の前で手を振ってみるも、//nウェルロッドは微動だにせず、終着点を見据えたままだった。
NPC-PasserbyF(0)<Speaker>スウィープ</Speaker>||:ヘンなの、ウェルロッド、なんだか焦げたにおいがする……
sub2000(2)<Speaker>メシア</Speaker>||:……+嘘ついたんだ……
()<Speaker></Speaker>||:ウェルロッドのくすんだ瞳を見て、メシアはハッとした。+過剰なデータフローは、ウェルロッドにとっても同様に致命的だったのだ。//nエリート人形といえども、サーバーをヒートさせるほどの//nデータフローに巻き込まれ、無事であるはずがなかった。+彼女はそれを知っていて、それでもこうする事を選んだのだ。+いかなる不公平をも許さず、解決し得る苦しみは絶対に解決する。//nたとえ自らが犠牲となっても、それは変わらない。+ウェルロッドはそれを信念に前へと進み続けた。//n彼女のメンタルが焼け落ち、二度と動けなくなるその時まで。
()<Speaker>スウィープ</Speaker>||<BGM>BGM_Empty</BGM>:うぅぅ……ウェ、ウェルロッド……
()<Speaker>廃棄された人形</Speaker>||<BGM>BGM_Victory</BGM>:ここで停まるわけにはいかない！//nウェルロッドを連れて、オレたちの新たな土地へ向かうんだ！
NPC-handyman(0)<Speaker>ロックスミス</Speaker>||:そうだ、ウェルロッドを連れてくぞ！+スウィープ、まだ歩けるか？
NPC-handyman(0)<Speaker>スウィープ</Speaker>||:うん……少しだけなら……
NPC-handyman(0)<Speaker>ロックスミス</Speaker>||:いいぞ！ウェルロッドがくれた希望を捨てずに、新たな暮らしを始めるんだ。//nなんとかして、ウェルロッドを直す方法も考えねェとな！+メシア、どこへ行くんだ？
NPC-handyman(0);sub2000(2)<Speaker>メシア？</Speaker>||:アタシたちには無理だ。
NPC-handyman(0)<Speaker>ロックスミス</Speaker>;sub2000(2)||:なんだお前、いつからそんな腑抜けになっちまったんだ！？
NPC-handyman(0);sub2000(2)<Speaker>メシア？</Speaker>||:彼女はアタシらとは違うんだ、彼女には帰る場所がある。+そりゃ私たちにも帰る場所は出来たけど、//n彼女が不公平な目に遭うなんて絶対に許せない。
NPC-handyman(0)<Speaker>ロックスミス</Speaker>;sub2000(2)||:お前、まさか……おい、お前はあの人間どもに狙われてンだぞ！//nいくらなんでも危険だ！
NPC-handyman(0);sub2000(5)<Speaker>メシア？</Speaker>||:それでもアタシはやらなきゃいけない。//nアタシの中には、ウェルロッドの記憶が残ってる。+彼女はアタシたちに希望と家を与えてくれた、今度はアタシの番だよ。+アンタたちはここにいて、アタシ一人で大丈夫だから。
NPC-handyman(0)<Speaker>ロックスミス</Speaker>;sub2000(5)||:おい、メシア……
sub2000(5)<Speaker>メシア？</Speaker>||:安心して、アタシは自分を諦めたりしないよ。//n少なくとも、これだけは自分の力でやり遂げなきゃ。
()<Speaker></Speaker>||<黑屏1>:夜明けの光が、重たい雲を突き破り、太陽が遠い地平線を昇っていく。+明るい世界に背を向け、//nメシアは自分の進むべき道へと足を踏み出した。
