()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
sub2000(5);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:あなたがセメントを盗んだのも、この隙間風を塞ぐため？
sub2000(5);Welrod(0)<Speaker></Speaker>||:それを聞いて、小さなお掃除ロボットが飛び跳ねた。
sub2000(5);Welrod(0)<Speaker>スウィープ</Speaker>||:雨が降ると、雨漏りしちゃうの……
NPC-PasserbyF(0);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:そうは言っても、犯罪は犯罪です。
sub2000(2)<Speaker>メシア</Speaker>;Welrod(0)||:アンタだって人形よね、お嬢さん？+アタシが連れてかれたら、//nスウィープだけじゃ十分な物資を確保できないよ。
sub2000(2);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:それは窃盗です。
sub2000(2)<Speaker>メシア</Speaker>;Welrod(0)||:ゴミ箱から頂戴すれば、窃盗にはならない。+とにかく、悪いけどアタシはここを離れられないの。
sub2000(2);Welrod(0)<Speaker></Speaker>||:人形たちの敵意ある視線を受けて、ウェルロッドは黙り込んだ。
sub2000(2);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:<color=#A9A9A9>武器を持っていない彼らを消すのは容易い……</color>+<color=#A9A9A9>だが、メシアの言うように私も人形だ、廃棄されたくないのは同じ。「己の欲せざるところ人に施すなかれ」だ。</color>+<color=#A9A9A9>さて、どうする？</color>
sub2000(2)<Speaker>メシア</Speaker>;Welrod(0)||:とにかく、見逃してくれるんなら……
sub2000(2);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:駄目です。
sub2000(2)<Speaker></Speaker>;Welrod(0)||:それを聞いて、メシアは眉をひそめた。+人形たちがざわめき出す。今にもウェルロッドに襲いかかろうかという勢いだ。
sub2000(5);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:ですが、あなた方を助けることはできます。+自力更正された後は、//n二度と盗みを働かないと約束してください。
sub2000(2)<Speaker>メシア</Speaker>;Welrod(0)||:アタシらを助ける？どうやって？+仕事を見つける？それとも物資をくれるの？//nここにいるのは、みんな幾度となく捨てられてきた人形ばかりだよ、//n仕事なんて見つかるわけがない。
sub2000(2);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:そうですね……ここにいくらか資金があります。+これでパーツを購入し、まずは皆さんが正常に稼働できる状態にします。//n次に、低中流層に向けて家事代行サービスを提供し、//n出来る限り資金を稼ぐのです。
sub2000(5)<Speaker>メシア</Speaker>;Welrod(0)||:助けようとしてくれるのは有難いよ。+でも覚えておいて。彼らもアタシも、アンタとは何から何まで違うんだ。//nアンタの常識を押し付けないでくれ。+アタシたちのいる環境じゃ、言葉にしたからって解決できるわけじゃないし、//n差し伸べた手が握り返されるとは限らない。
sub2000(5);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:ですが、あなた方に物資を与えるだけでは、何の解決にもなりませんよね？+判断は一瞬、しかし我々の稼働時間はそれだけに留まらない。+罪悪を断つためには、根底から変えなくては。
sub2000(5)<Speaker>メシア</Speaker>;Welrod(0)||:綺麗事なら誰にだって言えるよ。
sub2000(5);Welrod(6)<Speaker>ウェルロッドMkⅡ</Speaker>||<黑屏1>:私はエリート人形です、二言はありません。+皆さんが自力更正できるまで、私はここに残ります。
()<Speaker></Speaker>||<BIN>86</BIN><黑屏2><BGM>BGM_Empty</BGM>:……翌朝。
Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||<BGM>m_avg_casual</BGM>:ふむ……このタイプはどう眼球を装着すれば？//nそのまま押し込めばいいのか？
NPC-PasserbyM(0)<Speaker>片方の目が欠けた人形</Speaker>;Welrod(0)||:ガ……ガ！
sub2000(2)<Speaker>メシア</Speaker><Shake>;Welrod(0)||:力入れすぎ！ロックスミスは自分で出来るって、彼に眼球を渡して。
sub2000(2)<Speaker>スウィープ</Speaker>;Welrod(0)||:鏡はコッチだよ！
Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:彼は自分で修理を？
sub2000(5)<Speaker>メシア</Speaker>;Welrod(0)||:彼は修理用モデルだからね、もともとそれ専門なんだ。+眼球と声帯を修理し終えたら、彼に皆を直してもらえばいい。
sub2000(5);Welrod(0)<Speaker>ウェルロッドMkⅡ</Speaker>||:わかりました、修理はロックスミスさんに任せます。+皆さん、エネルギーは足りているようです。普段はどうしてるんです？
sub2000(5)<Speaker>メシア</Speaker>||:捨てられてたソーラーパネルを使って、交代で充電してるの。//n日常生活はそれでまかなえてる。
()<Speaker></Speaker>||:ウェルロッドは頷いて、ノートの1項目を取り消した。+周りを見渡すと、捨てられた人形たちがロックスミスを取り囲んでいる。//n彼らの表情は依然として暗かった。//nまるで陽の光は永遠に彼らに届かないとでもいうように。+しかし彼らは待っていた、自分たちが修理され、元通りとなるその瞬間を。
Welrod(6)<Speaker>ウェルロッドMkⅡ</Speaker>||:きっと大丈夫。
()<Speaker></Speaker>||<黑屏1>:彼女は一面狼藉と化した路地裏にそう誓った。
