()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
NPC-Jason(1);NPC-Kalin(4)<Speaker>指揮官</Speaker>||:還沒開打就昏過去的人可不是我啊。
NPC-Jason(1)<Speaker>K</Speaker>;NPC-Kalin(4)||:我可不像你一樣每次都躲在人形後面。
NPC-Jason(1);NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:等一下……你們不會準備……
NPC-Jason(1);NPC-Kalin(4)<Speaker>指揮官</Speaker>||:就是這個準備，幸好平時的戰術培訓我一堂課都沒拉下。+這是安潔標識的位置，一人負責兩個，沒問題吧。
NPC-Jason(1)<Speaker>K</Speaker>;NPC-Kalin(4)||:收到。
NPC-Jason(1);NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:給我等一下……請給我等一下！+指揮官，我也！
NPC-Jason(1);NPC-Kalin(4)<Speaker>指揮官</Speaker>||:我也……？
NPC-Jason(1);NPC-Kalin(8)<Speaker>格琳娜</Speaker>||:也給我一個。
NPC-Kalin(8)<Speaker>指揮官</Speaker>||:你說什麼？
NPC-Kalin(8)<Speaker></Speaker>||:她伸出手，大聲地重複著剛剛打斷我的話語。
NPC-Kalin(8)<Speaker>格琳娜</Speaker>||:給我一個！我來幫指揮官負擔一個！
NPC-Kalin(8)<Speaker>指揮官</Speaker>||:不，你留在這裡。
NPC-Kalin(8)<Speaker></Speaker>||:這個總是笑得很燦爛的後勤官原本並不屬於這種危險的戰場，卻一次次陪我出生入死。+我不能，也無法要求她再一次為我冒險了。
NPC-Kalin(8)<Speaker>指揮官</Speaker>||:如果有人形回來，需要有人為她們發佈指令和補給。+必須有人堅守在指揮部的位置上，這是非常重要的責任。+明白了嗎，格琳？
NPC-Kalin(8)<Speaker>格琳娜</Speaker>||:我……
NPC-Kalin(8)<Speaker>指揮官</Speaker>||:這是命令，我還需要人幫我把倖存的人形集合起來。
NPC-Kalin(4)<Speaker></Speaker>||:她沉默了，看著我。然後鄭重地點了點頭。+我看到她眼裡的淚光，但我只能若無其事地背過身去，裝作什麼也沒有注意到。
()<Speaker>指揮官</Speaker>||<黑屏1>:好，出發吧。但都要活著回來！
