()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
NPC-Shadowless(8);NPC-Keven(0)<Speaker>J</Speaker>||:……
NPC-Shadowless(8);NPC-Keven(0)<Speaker></Speaker>||:J張了張嘴，一時之間不知道該說什麼。
NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>;NPC-Keven(0)||:……我們昨天吵了一架。
NPC-Shadowless(8);NPC-Keven(0)<Speaker>J</Speaker>||:呃……我要為此負責嗎？
NPC-Shadowless(6)<Speaker></Speaker>;NPC-Keven(0)||:夏朵狠狠地踩了J的皮鞋一腳。
NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>;NPC-Keven(0)||:只是老樣子而已……但我這次想了很多。+有些話，我希望你幫我轉達給他。
NPC-Shadowless(8);NPC-Keven(0)<Speaker>J</Speaker>||:你們姐弟的問題能不能別扯上我……
NPC-Shadowless(8);NPC-Keven(0)<Speaker></Speaker>||:J疼得呲牙咧嘴，卻不禁有些慶幸。+托這的福，至少他不必苦惱要如何維持表情，夏朵的第六感非常敏銳，如果自己有什麼不對，她很快就能發現。+……他該怎麼跟夏朵說呢？
NPC-Shadowless(9)<Speaker>夏朵利茲</Speaker>;NPC-Keven(0)||:閉嘴！別打斷我！+而且他會進斯塔西本來就是你的錯！
NPC-Shadowless(8)<Speaker></Speaker>;NPC-Keven(0)||:夏朵小心地確認了一下周圍。
NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>;NPC-Keven(0)||:……我想了很多，也許他說的沒錯。+我願意理解他的決定……我們是親人。+我永遠支持他。
NPC-Shadowless(8);NPC-Keven(0)<Speaker>J</Speaker>||:……
NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>;NPC-Keven(0)||:就是這樣。
NPC-Shadowless(8)<Speaker></Speaker>;NPC-Keven(0)||:夏朵鬆開了J，撩了一下頭髮，佯裝無事般又將目光放在了身後。+J一時之間竟不知道她是在確認周圍還是在掩飾害羞。
NPC-Shadowless(8);NPC-Keven(0)<Speaker>J</Speaker>||:……我會轉達的。
NPC-Shadowless(8)<Speaker>夏朵利茲</Speaker>;NPC-Keven(0)||:謝謝……改天來我家吃飯吧。+我們也很久沒見了。
NPC-Keven(0)<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:得到回應後，夏朵對J笑了笑，然後歉意地欠了欠身，轉身匆匆地從角落裡跑了出去。+如她自己所說的那樣，她的確沒有耽誤J太多的時間。
NPC-Keven(0)<Speaker>J</Speaker>||<BGM>BGM_Wake</BGM>:萊特……你這個臭小子……
NPC-Keven(0)<Speaker></Speaker>||:看著恢復工作狀態的夏朵已經開始採訪目擊現場的市民，他也抬起了頭，看向火勢已經逐漸被控制的公寓。+……得進去看看。
NPC-Keven(0)<Speaker>J</Speaker>||:不好意思！借過！+我是警察！
()<Speaker></Speaker>||<SE1>RunStep</SE1><黑屏1>:掏出了偽造的警員證，J從人群中穿了過去。
