()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
VP1915(0)<Speaker>帕羅莎</Speaker>||:不用這麼喪氣，說不定，我們也有機會拜訪基地的食堂。
Kolibri(0)<Speaker>蜂鳥</Speaker>||:真的嗎？
Kolibri(0);Savage99(0)<Speaker>沙維奇</Speaker>||:看爵士的意思，似乎是要我們長期跟著指揮官行動。
Kolibri(0);Fedorov(0)<Speaker>菲德洛夫</Speaker>||:畢竟我們對帕拉蒂斯的了解還不夠，和指揮官一起一定能學到很多東西。
Kolibri(0);Derringer(0)<Speaker>德林加</Speaker>||:哇，好期待哦……
Kolibri(0);NPC-Machlian(6)<Speaker></Speaker><Position>0,-50</Position>||:瑪赫蓮端著紅茶杯，不知為何也點了點頭。
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>;NPC-Machlian(6)||:那你們要不要先跟大家打個招呼啊？
M4 SOPMOD IIMod(0);Savage99(0)<Speaker>沙維奇</Speaker>||:打個招呼？
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:就是錄一個初次見面的打招呼影片！讓基地的各位提前認識大家！
RO635Mod(0)<Speaker>RO635</Speaker>||:指揮官應該不會介意的，我待會再跟指揮官確認一下。
()<Speaker></Speaker>||:獅鷲小隊的目光齊刷刷轉向了帕羅莎。
VP1915(0)<Speaker>帕羅莎</Speaker>||:看你們的表情這麼期待，我也不忍心拒絕了。
Kolibri(0)<Speaker>蜂鳥</Speaker>||:太好了！等我整理一下儀容！
Derringer(0)<Speaker>德林加</Speaker>||:該跟基地的各位說點什麼好呢……
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:快來呀，我的「香蕉」已經開始錄了！
()<Speaker></Speaker>||:獅鷲小隊略帶緊張地挨個走到「香蕉」的面前，開始自我介紹。+帕羅莎卻來到了瑪赫蓮的身邊。
VP1915(0)<Speaker>帕羅莎</Speaker>||:你不過來一起嗎？
VP1915(0);NPC-Machlian(5)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||:我就不必了吧……
VP1915(0)<Speaker>帕羅莎</Speaker>;NPC-Machlian(5)<Position>0,-50</Position>||:以我對指揮官的了解，說不定等任務結束了，我們還能在基地相遇。
NPC-Machlian(5)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||:嗯……
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:瑪赫蓮不安地握著茶杯，液體的表面無風無浪。+指揮官跟著AR15走出了指揮室，來到廚房。
()<Speaker>指揮官</Speaker>||:我聞到了，好香啊。
RO635Mod(0)<Speaker>RO635</Speaker>||:是帕羅莎親自下廚做的炸魚薯條。
RO635Mod(0)<Speaker>指揮官</Speaker>||:看上去就很好吃，那我就不客氣了。
RO635Mod(0);M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||<BGM>GF_Memorial</BGM>:指揮官，我想幫她們錄一個和基地的大家打招呼影片！+要是大家知道有可愛的新人加入基地，一定會很高興的！
RO635Mod(0);M4 SOPMOD IIMod(0)<Speaker>指揮官</Speaker>||:好啊。
VP1915(0)<Speaker>帕羅莎</Speaker>;M4 SOPMOD IIMod(0)||:指揮官，瑪赫蓮還沒錄呢。
VP1915(0)<Speaker></Speaker>||:帕羅莎微笑著將瑪赫蓮從廚房中拉來。+瑪赫蓮漲紅了臉，不知道該看向哪裡。
AR15Mod(0)<Speaker>AR15</Speaker>||:指揮官，她又不是——
AR15Mod(0);M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:沒關係嘛，15，你看鐵血那幫傢伙不也在基地過得開開心心的。
AR15Mod(0);M4 SOPMOD IIMod(0)<Speaker></Speaker>||:指揮官向AR15遞過一個安撫的眼神，把薯條往她的方向推了推。
AR15Mod(0)<Speaker>AR15</Speaker>||:……
()<Speaker></Speaker>||:AR15沒有吃薯條，但也沒有再說反對的話。
()<Speaker>指揮官</Speaker>||:過來吧，瑪赫蓮。
M4 SOPMOD IIMod(0)<Speaker>M4 SOPMOD II</Speaker>||:來來來，看向這裡，開始說吧！
NPC-Machlian(6)<Speaker></Speaker><Position>0,-50</Position>||:瑪赫蓮侷促不安地走到「香蕉」面前，看向了鏡頭。+一瞬間，她回想起了很多過去的畫面，酸甜苦辣，百感交織。
NPC-Machlian(6)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||<黑屏1>:……你們好，我叫瑪赫蓮。
