()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
AR15Mod(4);NPC-Machlian(6)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||:……我想，應該不會。+那個設備很巨大，和建築本身嵌在了一起，想要搬運幾乎是不可能的。+而且，帕拉蒂斯並不看重這個實驗，我不認為他會花費太多力氣在這上面。
NPC-Machlian(6)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:算了……我們也沒得選，至少有一試的價值。
()<Speaker></Speaker>||:指揮官將目光落回到地圖上，看著面前的兩位隊長，點了點頭。
()<Speaker>指揮官</Speaker>||:帕羅沙，你和獅鷲小隊留在地面上，如果出了什麼事，第一時間向我們匯報。+同樣，如果我們這邊出現狀況，也需要你們提供支援。
VP1915(0)<Speaker>帕羅莎</Speaker>||:明白。
()<Speaker>指揮官</Speaker>||:RO，AR小隊跟丹德萊還是一樣，我們一起跟著瑪赫蓮下去。+找到設備之後，替瑪赫蓮做好掩護——在血清到手之後，迅速撤離。
AR15Mod(5)<Speaker>AR15</Speaker>||:等等，你也要下去？+指揮官，這太危險了。
AR15Mod(5);RO635Mod(2)<Speaker>RO635</Speaker>||:沒錯，我認為您應該和獅鷲小隊一起留在地面上。+這樣如果出現什麼情況，我們也好做臨場反應。
AR15Mod(5);RO635Mod(2)<Speaker>指揮官</Speaker><同时置暗>||:我明白你們的意思。
AR15Mod(5);RO635Mod(2)<Speaker></Speaker><同时置暗>||:指揮官看了看瑪赫蓮。+她似乎沒有注意到自己的額頭布滿了冷汗，此時仍忍不住顫抖的身體毫不掩飾心中的不安。
AR15Mod(5);RO635Mod(2)<Speaker>指揮官</Speaker><同时置暗>||<BGM>BGM_Empty</BGM>:……我擔心瑪赫蓮的精神狀況。+而且，連丹德萊都確認過裡面沒有危險。+應該也不會有什麼問題。
AR15Mod(5);NPC-Machlian(6)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||<BGM>m_avg_tension</BGM>:……羅賓。+我……你不用因為我把自己置身險境。
AR15Mod(5);NPC-Machlian(6)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:如果之後會有埋伏過來，也會從入口開始襲擊。+到時候，人在車裡反而離他們最近。+與帕拉蒂斯做對手，沒什麼地方比丹德萊身邊更安全的了。
NytoIsomer(7)<Speaker>丹德萊</Speaker>;NPC-Machlian(6)<Position>0,-50</Position>||:我會害羞的。
AR15Mod(3)<Speaker>AR15</Speaker>;NPC-Machlian(6)<Position>0,-50</Position>||:看不出來。
NPC-Machlian(6)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||:……
NPC-Machlian(8)<Speaker>瑪赫蓮</Speaker><Position>0,-50</Position>||:……謝謝你，羅賓。
()<Speaker>指揮官</Speaker>||:地圖大家最後再都核對一下。+再確認一次潛入和撤離的通道。+丹德萊已經提供了完整的地形圖，這次決不能重蹈伯恩村的覆轍。+速戰速決。
RO635Mod(0)<Speaker>RO635</Speaker>||:是。
VP1915(0)<Speaker>帕羅莎</Speaker>||:明白。
()<Speaker>指揮官</Speaker>||:45？
UMP45Mod(0)<Speaker>UMP45</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>不用擔心我們的路線。</color>+<color=#00CCFF>我們會隨機應變的，指揮官。</color>
UMP45Mod(0)<Speaker>指揮官</Speaker><通讯框>||:好，既然都沒問題。+準備一下，行動開始。
RO635Mod(0)<Speaker>RO635</Speaker>||<黑屏1>:是！
