()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
M4A1(5)<Speaker>M4A1</Speaker>;M16A1(1)||:比起這個，我更希望大家能一起拍……
M4A1(5);M16A1(1)<Speaker>M16A1</Speaker>||:拍？
M4A1(5)<Speaker>M4A1</Speaker>;M16A1(1)||:啊，沒、沒什麼！
M4A1(5);M16A1(1)<Speaker>M16A1</Speaker>||:哼？
M4A1(5);OTs14(6)<Speaker>OTs14</Speaker>||:M16。
M4A1(5);OTs14(6)<Speaker></Speaker>||:對話被突然出現的閃電打斷，和閃電細語片刻之後，M16的表情變得認真起來。
M4A1(5);M16A1(1)<Speaker>M16A1</Speaker>||:這就出發吧。
M4A1(5)<Speaker>M4A1</Speaker>;M16A1(1)||:M16？+難道有敵情？
M4A1(5);M16A1(1)<Speaker>M16A1</Speaker>||:敵情？當然不，只是有人打算把宴會上預備的酒水喝個精光，我得去保護它們。
M4A1(5)<Speaker>M4A1</Speaker>;M16A1(1)||:可你不就是……
M4A1(5);M16A1(1)<Speaker>M16A1</Speaker>||:有什麼事情等我回來再說，你先找SOP2她們去玩吧！
M4A1(5);M16A1(1)<Speaker></Speaker>||:M16將第二杯酒一口喝下。
M4A1(5);M16A1(1)<Speaker></Speaker>||:順便，謝謝你的心意，M4。
M4A1(5)<Speaker></Speaker>||:放下酒杯，M16跟隨閃電離開了。
M4A1(5)<Speaker>M4A1</Speaker>||:……
M4A1(5)<Speaker></Speaker>||:看著桌子上的空酒杯，M4感覺到了小小的開心。
M4A1(5)<Speaker>M4A1</Speaker>||:原來已經發現了啊，我特地準備的酒。
M4A1(5)<Speaker>M4A1</Speaker>||:……+但是……SOP2呢？+以她的性子，應該早就到這邊來了的……
M4A1(5)<Speaker></Speaker>||:M4左右張望了一下，卻並沒有看到SOP2的身影。
M4A1(5)<Speaker>M4A1</Speaker>||<黑屏1>:（明明約好要一起活動，就算是穿禮服，應該也沒有那麼慢才對。）+……+（還是到附近轉轉吧。）
M4A1(5)<Speaker>M4A1</Speaker>||<黑屏2><BIN>96</BIN>:原來這裡是個舞台嗎？
M4A1(5)<Speaker></Speaker>||:四處閒逛，順便尋找SOP2的M4注意到了會場一端似乎是剛剛搭建好的舞台。+在舞會即將開始的當下，M4可以看到一些人形在那裡練習舞蹈。
M4A1(5)<Speaker>M4A1</Speaker>||:其他節目的排練在這裡啊。+……節目表演。
()<Speaker></Speaker>||<白屏1><BGM>BGM_Empty</BGM>:看著台上翩翩起舞的人形，M4漸漸地把她們和自己熟知的人影重合了起來。+而節奏的浪潮一點點把意識推向了朦朧……
RO635(10)<Speaker>RO635</Speaker>||<白屏2><BIN>96</BIN>:「輕聲！那邊窗子裡亮起來的是什麼光？」+「那就是東方，茱麗葉就是太陽！起來吧，美麗的太陽！」
M4A1(5)<Speaker>M4A1</Speaker>||<BGM>GF_20HW_Scene_BPM82_loop</BGM>:欸！？
RO635(10)<Speaker>RO635</Speaker>||:「她說話了。」+「啊！再說下去吧，光明的天使！」
M4A1(5)<Speaker>M4A1</Speaker>||:等等，RO，你在做什麼？
M4 SOPMOD II(1)<Speaker>M4 SOPMOD II</Speaker>||:CUT！CUT！+M4，要記得說台詞啊！
M4A1(4)<Speaker>M4A1</Speaker>||:SOP2也在？
M4 SOPMOD II(1)<Speaker>M4 SOPMOD II</Speaker>||:請叫我SOP2大導演！
M4A1(4)<Speaker>M4A1</Speaker>||:原來我們也準備了節目啊？+話說回來，剛才的對白難道是……？
AR15(5)<Speaker>AR15</Speaker>||:《羅密歐與茱麗葉》，已經決定讓你來演茱麗葉了。
M4A1(4)<Speaker>M4A1</Speaker>||:是、是嗎？
RO635(10)<Speaker>RO635</Speaker>||:M4也認真一點吧，我好不容易才克服了舞台恐懼症……
M4A1(4)<Speaker>M4A1</Speaker>||:我、我知道了！+……呃……
M16A1(1)<Speaker>M16A1</Speaker>||:該不會連台詞都沒記住吧，真沒辦法……來，跟著我念——+「只有你的名字才是我的仇敵，你即使不姓蒙太古，仍然是這樣的一個你。」
M4 SOPMOD II(1)<Speaker>SOP2大導演</Speaker>||:哇，16的台詞說得好少女哦。
M16A1(1)<Speaker>M16A1</Speaker>||:你對我有什麼意見嗎？
M4 SOPMOD II(1)<Speaker>SOP2大導演</Speaker>||:啊，咳咳！+M4，來！
M4A1(4)<Speaker></Speaker>||:這個這個……+「只有你的名字才是我的仇敵，你即使不姓……不、不……」
RO635(10)<Speaker>RO635</Speaker>||:「蒙太古」！
M4A1(4)<Speaker>M4A1</Speaker>||:「……啊，即使你不萌大狗，仍然是這樣的一個你！」
M4A1(4)<Speaker></Speaker>||:……+在M4的認知中，這樣安靜的瞬間叫做「冷場」。
M16A1(1)<Speaker>M16A1</Speaker>||:啊哈哈哈哈哈！萌大狗是個什麼鬼啊？
M4A1(4)<Speaker>M4A1</Speaker>||:欸？
RO635(10)<Speaker>RO635</Speaker>||:……噗嗤，看來還是要花點時間來熟悉台詞呢。
AR15(5)<Speaker>AR15</Speaker>||:哼，這倒是很有你的風格，M4。
M4A1(4)<Speaker>M4A1</Speaker>||:這個……哈哈，哈哈哈哈……
M4 SOPMOD II(1)<Speaker>SOP2大導演</Speaker>||:喂，你們認真一點，認真一點啊！
M4 SOPMOD II(1)<Speaker></Speaker>||:SOP2卷起台本敲著手，但卻完全止不住歡樂的氛圍。+這一幕，也被快門捕捉，成為大家美好的回憶……
M4A1(4)<Speaker>M4A1</Speaker>||:閃光燈有點耀眼啊……
M4A1(5)<Speaker></Speaker>||<白屏1>:M4忍不住伸手去遮擋那片光芒。
M4A1(5)<Speaker>M4A1</Speaker>||<白屏2><BGM>BGM_Empty</BGM><BIN>96</BIN>:結束了心智裡幻想的小劇場後，M4才發現那白茫茫的一片只是來自舞台上的燈。+而人形們也早已結束了練習。
M4A1(5)<Speaker>M4A1</Speaker>||<BGM>GF_Memorial</BGM>:真不知道剛才那種合影會是什麼樣子……+不過，怎麼可能會有這種話劇表演……哈哈哈。+……欸？
M4A1(5)<Speaker></Speaker>||:當視線再次回到舞台的時候，M4發現上面正站著幾個熟悉的人形。
M4A1(5)<Speaker>M4A1</Speaker>||:R、RO？+AR15！？
RO635(7)<Speaker>RO635</Speaker>||:啊，M4！
RO635(7);M4A1(5)<Speaker></Speaker>||:當視線和RO對上後，M4內心一驚，她們在舞台上的樣子險些和自己的想像重合起來。+努力忘掉剛才的幻像，M4看到RO在舞台上揮手，便走了上來。
RO635(7);M4A1(5)<Speaker>M4A1</Speaker>||:唔……
AR15(3)<Speaker>AR15</Speaker>;M4A1(5)||:M4，你幹嘛那麼緊張？
M4A1(6)<Speaker>M4A1</Speaker>||:緊、緊張嗎！？
M200(3)<Speaker>M200</Speaker>||:最好放鬆一點，這個比較影響上鏡效果的。
M4A1(7)<Speaker>M4A1</Speaker>||:你們打算拍照嗎？
RO635(7)<Speaker>RO635</Speaker>;M4A1(7)||:當然，我們就是等你一起踩點試鏡，準備拍全家福來著。
RO635(7);M4A1(5)<Speaker>M4A1</Speaker>||:全家福？難道你們……！？
AR15(3)<Speaker>AR15</Speaker>;M4A1(5)||:對了，還有。+「這邊耽擱不了太久的，記得給我留個好位置！」+這是M16的補充。
AR15(3);M4A1(6)<Speaker>M4A1</Speaker>||:完、完全被看穿了嗎……？
RO635(7)<Speaker>RO635</Speaker>;M4A1(6)||:畢竟M4在這方面總是藏不住秘密呢。
RO635(7);M4A1(6)<Speaker>M4A1</Speaker>||:唔，下次我會注意的。
AR15(3)<Speaker>AR15</Speaker>;M4A1(6)||:你在這種地方努力是想幹嘛？
AR15(3);M4A1(5)<Speaker>M4A1</Speaker>||:欸！？我、我不是……！
RO635(7)<Speaker>RO635</Speaker>;M4A1(5)||:噗嗤！+哎呀，時間也差不多了呢。
AR15(3)<Speaker>AR15</Speaker>;M4A1(5)||:16那個傢伙，說好的不耽擱時間，結果到現在也沒回來，還有SOP2。
RO635(7)<Speaker>RO635</Speaker>;M4A1(5)||:再等等吧，剛好我們可以趁這個機會試試鏡，等她們也到齊之後，就能一起拍一張漂亮的全家福了。+M4，你覺得呢？
M16A1(1)<Speaker>M16A1</Speaker>;M4A1(5)||:剛和閃電聊完就聽到AR15又在說我了。+哈哈，看來時間正好呢。
M4A1(8)<Speaker>M4A1</Speaker>||:嗯！那，M200，拜託了！
M200(3)<Speaker>M200</Speaker>||:沒問題，那麼請大家站到一起……
M4A1(8)<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:幾個人按照M200的推薦站好了位置。+想象著即將完成的新的全家福，M4忍不住露出了開心的笑容。
()<Speaker></Speaker>||<SE1>AVG_Division_Camera</SE1>:而M200也在這一絕妙的瞬間，按下了快門。
