()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
97typeS(2)<Speaker>97式霰</Speaker><Position>0,150</Position>||:說得這麼簡單，可是你被卡得這麼結實，怎麼把你弄出來啊？
M870P(2)<Speaker>M870</Speaker>||:我不管！總之把我弄出來！
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:別擔心，我來看看怎麼拆開。
()<Speaker></Speaker>||<黑屏1>:QBU88在地上鋪開了自己的工具袋，挨個在南瓜殼上嘗試起來。
()<Speaker></Speaker>||<黑屏2>:……二十分鐘後。
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:都不行誒……我沒有帶大型的工具來……
M870P(2)<Speaker>M870</Speaker>||:喂喂！你們倒是快點啊！+圍觀的人形越來越多了，這麼丟臉還不如給我一槍算了！
97typeS(2)<Speaker>97式霰</Speaker><Position>0,150</Position>||:好啊，那就由我來——
MG3(4)<Speaker>MG3</Speaker>||:霍克，你這樣太亂來了。+怎麼能用槍對著別人呢？
97typeS(2)<Speaker>97式霰</Speaker><Position>0,150</Position>||:那你說要怎麼辦啊？我還趕著去找指揮官呢。
MG3(4)<Speaker>MG3</Speaker>||:肯定還有別的方法！
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:你們別吵了……
()<Speaker></Speaker>||:躺在地上的M870看著眼前的三人吵成一團，憤怒又費力地坐起來，企圖制止。
MG3(4)<Speaker>MG3</Speaker>||:你耐心等待下——
M870P(2)<Speaker>M870</Speaker>||:等什麼啊，你們這些蠢蛋能不能搞清楚情況啊？！+我還被關著呢！
97typeS(2)<Speaker>97式霰</Speaker><Position>0,150</Position>||:真是……
MG3(4)<Speaker>MG3</Speaker>||:再等5分鐘就好，我馬上就回來！
()<Speaker></Speaker>||:MG3一邊嘗試聯繫指揮官一邊飛快地離開了現場。
M870P(2)<Speaker>M870</Speaker>||:喂——你超速了啊！+還有我的問題還沒有解決誒——！！！
97typeS(2)<Speaker>97式霰</Speaker><Position>0,150</Position>||<BGM>BGM_Empty</BGM><黑点1>:真是麻煩透了！
()<Speaker></Speaker>||<黑点2><BIN>9</BIN>:97式霰推開了QBU88，果斷地瞄準了M870——
()<Speaker></Speaker>||<SE1>AVG_rifle_finalshot_h</SE1>:“砰”——
M870P(3)<Speaker>M870</Speaker><Position>0,150</Position>||<黑屏1>:<size=50>哇啊啊啊啊啊啊啊啊！！！</size>
()<Speaker></Speaker>||<BIN>18</BIN><Night><黑屏2>:三十分鐘後，主動放棄比賽的M870魂不守舍地混在指揮官的護衛隊中。
()<Speaker>指揮官</Speaker>||:M870，你今天這麼反常的安靜讓我很不習慣……
M870P(0)<Speaker>M870</Speaker>||:……
()<Speaker>指揮官</Speaker>||<BGM>BGM_Moon</BGM>:看來還沒有走出南瓜殼的陰影啊。+來，閉上眼睛，我送你一份禮物。
()<Speaker></Speaker>||<黑屏1>:M870難得順從地閉上了眼。
()<Speaker></Speaker>||<BIN>9</BIN><黑屏2>:黑暗中，M870感覺陷入了一個柔軟溫暖的懷抱中……
()<Speaker>指揮官</Speaker>||<黑屏1>:M870，睜開眼來看看？
M870P(2)<Speaker>M870</Speaker>||<Night><BIN>18</BIN><睁眼>:嗚啊啊啊啊啊啊啊啊啊怎麼又是這個該死的南瓜殼！！！
()<Speaker>指揮官</Speaker>||:放輕鬆，來，摸到裡面這個按鈕了嗎？
()<Speaker></Speaker>||:M870顫抖著按了一下按鈕。
M870P(2)<Speaker>M870</Speaker>||:誒？南瓜殼打開了？
()<Speaker>指揮官</Speaker>||:這是我拜託工廠值班的人形幫我簡單改良的南瓜殼。+現在是不是感覺輕鬆多了？
M870P(2)<Speaker>M870</Speaker>||:你這樣做可是襲警！我要——+算了，看在你這麼有心的份上，就免掉你這次的罰單吧。
()<Speaker>廣播</Speaker>||<BGM>BGM_Empty</BGM>:<color=#FFFF00>格里芬試膽大會已結束，請各位及時前往頒獎典禮！</color>
()<Speaker>指揮官</Speaker>||<黑点1>:走吧M870，去領取你的獎品吧。
()<Speaker></Speaker>||<BIN>96</BIN><黑点2><BGM>GF_Cafe</BGM>:……試膽大會頒獎典禮。
NPC-Kalin(1)<Speaker>格琳娜</Speaker>||:……那麼，以上就是獲獎人形名單。+獎品的話，請大家自行來我這裡領取哦！+感謝各位的積極參與，來年見！
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:格琳娜，我來領取超市的八折優惠卡。
NPC-Kalin(2)<Speaker>格琳娜</Speaker>||:誒？沒有那樣的獎品呢……
M870P(2)<Speaker>M870</Speaker>||:格琳娜，先給我氣泡水啦！
NPC-Kalin(4)<Speaker>格琳娜</Speaker>||:也沒有這樣的獎品哦……
M870P(2)<Speaker>M870</Speaker>||:……
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:……
M870P(2)<Speaker>M870</Speaker>||:KSVK那個傢伙在哪？！我今天就要把她塞進音響放一夜的死亡金屬！
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||:我居然被KSVK騙了……明明我那麼努力嚇人……
NPC-Kalin(2)<Speaker>格琳娜</Speaker>||:KSVK？你們在說什麼呀？+KSVK執行任務的時候受傷陷入昏迷，一直睡到現在呢。
M870P(2)<Speaker>M870</Speaker>||:什麼？！
QBU88(2)<Speaker>QBU-88</Speaker><Position>0,150</Position>||<黑点1>:啊啊啊啊啊！
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM><BIN>9</BIN><黑点2>:……與此同時，格里芬宿舍。
()<Speaker></Speaker>||:正對著鏡子卸妝的“KSVK”突然對著躺在床上熟睡的KSVK笑了一下。
()<Speaker>KSVK？</Speaker>||:萬聖節快樂，小垃圾，我今天可是玩得很開心哦♪
()<Speaker>KSVK</Speaker>||:呼唔……
