()||<BIN>9</BIN><黑屏1>0,10</黑屏1>:
()<Speaker></Speaker>||:【距離美人魚小隊出發還剩18小時】
Type88(0)<Speaker>88式</Speaker>||:呼……+終於有點眉目了……+總之先照這個設計一版出來吧。
Type88(0)<Speaker>88式</Speaker>||:還剩18小時了，看來是來不及優化甚至驗證了……+能多做一些算一些了。
()<Speaker></Speaker>||:【距離美人魚小隊出發還剩6小時】
Type88(0)<Speaker>88式</Speaker>||:初版反溺水配件已經做好了，先安裝上試試好了。
()<Speaker></Speaker>||:疲憊的88式爬上桌子躺下，將初版反溺水配件拿到眼前認真查看。
Type88(0)<Speaker>88式</Speaker>||:唔，至少安裝接口是完全匹配的……
()<Speaker></Speaker>||:88式的手軟了一下，反溺水配件直接砸到了臉上。
Type88(0)<Speaker>88式</Speaker>||:嗚嗚……好痛……+不知道有沒有摔壞……
()<Speaker></Speaker>||:【距離美人魚小隊出發還剩0小時】
()<Speaker>指揮官</Speaker>||:88式，你在這裡嗎？+我們要出發了！
Type88(0)<Speaker>88式</Speaker>||:ZzzzZz……
()<Speaker>指揮官</Speaker>||:8……88式？+醒醒啊88式！
Type88(0)<Speaker>88式</Speaker>||<黑屏1>:……唔嗯？+指揮官！出發了嗎？+我這就來……
()<Speaker></Speaker>||<BIN>162</BIN><黑屏2><BGM>BGM_Empty</BGM>:……
()<Speaker>指揮官</Speaker>||<BGM>GF_Memorial</BGM>:……接下來大家先去換好本次的作戰裝備吧。+換好之後直接前往指定地點執行任務。+我稍後來確認任務進展。
Type88(4)<Speaker>88式</Speaker>||:沒有我的話，謝爾久科夫一定也能完成任務吧。+不如說，會完成得更加輕鬆……
()<Speaker></Speaker>||<黑屏1>:88式看了眼正在進行準備的謝爾久科夫，小聲地嘆了口氣，然後獨自朝和大家相反的方向走去……+她尋了個偏僻的角落，鑽進廢棄的大箱子裡躲了起來。
()<Speaker></Speaker>||<黑屏2><BIN>9</BIN>:在箱子中，88式掏出了自己的反溺水配件。
Type88(4)<Speaker>88式</Speaker>||:……+也不知道你到底有沒有用……+也不知道是該希望你能派上用場好還是不要派上用場好……
()<Speaker></Speaker>||:88式將反溺水配件安裝在了自己身上。
()<Speaker></Speaker>||:【反溺水配件安裝成功】+【系統正在同步……】+【……30%……50%……75%……】+【99%】+【……】+【…………】+【同步完成】
Type88(4)<Speaker>88式</Speaker>||:居然安裝成功了！+說不動真的能運行！
()<Speaker></Speaker>||:88式的眼睛突然亮了，但是眼中的光芒很快熄滅。
Type88(4)<Speaker>88式</Speaker>||:我還是就這樣呆在這裡吧。+游泳好可怕，大海也很可怕……+就算我真的去執行後勤救援，不會游泳的我的唯一希望只有這個未完成的反溺水配件。+要是運行失敗的話，一定會被嘲笑的……
Type88(4)<Speaker>88式</Speaker>||:嗚嗚……我不想被大家嘲笑……+我也想加入大家……
()<Speaker>指揮官</Speaker>||:88式？你在這裡嗎？
Type88(4)<Speaker>88式</Speaker>||:是指揮官……來找我了嗎？+好感動，居然這麼快就發現我不見了。+可是，還是不要找到我吧。+要是被找到的話，一定會被責罵的。
Type88(4)<Speaker>88式</Speaker>||:如果一直找不到我的話，指揮官會丟下我走嗎……
()<Speaker>指揮官</Speaker>||<黑点1><BGM>BGM_Empty</BGM>:原來你在這裡啊。
Type88(4)<Speaker>88式</Speaker>||<黑点2><BIN>162</BIN>:指揮官，我……
()<Speaker>指揮官</Speaker>||:你怎麼自己躲在這大箱子裡？
Type88(4)<Speaker>88式</Speaker>||<BGM>BGM_Moon</BGM>:我不想拖累謝爾久科夫……+比起和我共同完成任務，果然還是謝爾久科夫單獨完成要輕鬆很多吧……
()<Speaker>指揮官</Speaker>||:你有和謝爾久科夫商量過嗎？
Type88(4)<Speaker>88式</Speaker>||:我……
()<Speaker>指揮官</Speaker>||:最先發現你不見的就是謝爾久科夫。+她現在也在四處尋找你。+謝爾久科夫還特地為你設計了急救培訓呢。
Type88(4)<Speaker>88式</Speaker>||:……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:88式，原來你在這裡啊。
()<Speaker>指揮官</Speaker>||:我把88式交給你了。
()<Speaker></Speaker>||:指揮官拍了拍88式的肩表示鼓勵，就趕往下一個小組了。
Type88(4)<Speaker>88式</Speaker>||:對不起，謝爾久科夫……+是我太任性了……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:沒事的，88式。+也是我沒有考慮到第一次接觸海上任務的你的感受。+只關注了身體上的訓練，忽略了感情上的安撫。
Type88(4)<Speaker>88式</Speaker>||:你已經為了第一次一起執行任務的我考慮了很多了。+謝謝你……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:我第一次執行海上任務的時候，也和你一樣驚慌失措。+不過，你比我強的是，你有勇氣表現你的恐懼和不安。+而我那個時候，表面強裝鎮定，實際上慌得不行。
SPS(2)<Speaker>謝爾久科夫</Speaker>||:那時候我的隊長不僅沒有嫌棄我，反而對我給予了信任。+要不是她的話，不僅那次任務我會失敗，現在可能也不會繼續執行海上任務了。+所以，當初她給我的這份信任，我也想交給你。
Type88(4)<Speaker>88式</Speaker>||:可是我完全不會游泳啊……+更別說什麼後勤救援的技能……+我不行的……
Type88(4)<Speaker>88式</Speaker>||:之前我本來打算做一個反溺水配件。+不過，時間太緊張了。+到現在還是個未完成品……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:既然你在嘗試做反溺水配件，那不就說明你還是想好好完成這次行動的嘛？+這是個很好的開端，雖然看上去不是那麼完美。+不過，我的急救特訓或許能彌補一下！
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:謝爾久科夫拉起88式向海邊跑去。
Type88(4)<Speaker>88式</Speaker>||<黑点1>:……不要哇！！！
()<Speaker></Speaker>||<BIN>9</BIN><黑点2>:……
()<Speaker>謝爾久科夫</Speaker>||:88式，你睜開眼睛。
()<Speaker>88式</Speaker>||:我們現在是不是離海很近了？+我聞到空氣中鹹鹹的味道了……
()<Speaker>謝爾久科夫</Speaker>||:是的，我正準備帶你進行大海初體驗訓練。+來，向前邁一步，感覺到清涼的海水了嗎？
()<Speaker>88式</Speaker>||:什麼？！+嗚啊啊！好可怕！
()<Speaker></Speaker>||<黑屏1>:88式掙脫開謝爾久科夫的手，開始閉著眼睛胡亂逃竄。+不知是誰在海邊放了個充氣海灘球，瞎跑的88式一腳踩了上去，然後摔在了沙灘上。
SPS(2)<Speaker>謝爾久科夫</Speaker>||<睁眼><BIN>162</BIN>:88式！+你沒事吧？
Type88(5)<Speaker>88式</Speaker>||<BGM>m_avg_casual</BGM>:這……+是沙子的觸感？+軟軟的好溫柔……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:是的哦。+其實大海也有很溫柔的一面，如果你願意感受的話。
()<Speaker></Speaker>||:謝爾久科夫向88式伸出自己的手，88式猶豫了一下，輕輕地握住了。+謝爾久科夫的手比海邊的沙子還要溫柔。
SPS(2)<Speaker>謝爾久科夫</Speaker>||:我們再嘗試一次大海初體驗訓練好嗎？
Type88(4)<Speaker>88式</Speaker>||:嗯……
()<Speaker></Speaker>||:謝爾久科夫牽著88式，慢慢地走進海邊的淺灘。+清涼的浪花捲起溫柔的細沙一起快樂地奔向她們的腳邊，然後再快樂地回到大海中。+88式有些驚訝地看著謝爾久科夫，兩位人形少女相視而笑。
SPS(2)<Speaker>謝爾久科夫</Speaker>||:我們就在海邊進行急救特訓吧！
Type88(4)<Speaker>88式</Speaker>||<黑点1>:好！
()<Speaker></Speaker>||<黑点2>:一個小時後。
SPS(2)<Speaker>謝爾久科夫</Speaker>||:比較基礎的急救培訓內容就差不多是這些了。+我們也該開始巡邏確保大家安全啦！
Type88(4)<Speaker>88式</Speaker>||:雖然成功存儲了很多急救知識，但是總感覺……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:不要緊，我們一邊巡邏，我一邊跟你鞏固一下吧！
Type88(4)<Speaker>88式</Speaker>||:我盡量全部實踐一遍，確認我完全掌握。+呼……讓我來回憶下流程……+首先是需要進行……熱身運動？+然後……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:你是不是現在很緊張啊？+緊張是正常的，這也說明了你對同伴的重視。+有了這份緊張，你才會更加謹慎地面對潛在的危險。
Type88(4)<Speaker>88式</Speaker>||:你的意思是……+緊張的狀態下反而會發現更多隱藏的問題嗎？+唔……是很有道理……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:我的意思是既然你無法避免不安緊張。+那就不要把你的緊張看做是你執行任務的阻礙，把它當做你的力量。
Type88(4)<Speaker>88式</Speaker>||:把緊張當做……我的力量？
SPS(2)<Speaker>謝爾久科夫</Speaker>||:對，比如說，你接受這次的任務的時候，特別慌張，擔心自己做不好。+因為這份緊張不安，所以你做出了反溺水配件。+我之前就說過，這是一個非常好的開端。
Type88(4)<Speaker>88式</Speaker>||:其實這個反溺水配件不過是個外置存儲的功能模組，裡面放置了一個泳圈……+不過我確實思考了很久怎麼才能在不劃傷泳圈的前提下，將泳圈的體積壓縮到最小……+還有怎麼在啟動裝置的一瞬間快速將泳圈充好氣……+目前這些問題的解決方案都還只是最初的實驗版。+也就是說……根本還沒來得及——
()<Speaker></Speaker>||<BGM>BGM_Empty</BGM>:88式隱約聽見遠處的海面傳來一聲凄厲的尖叫。+啊啊啊啊啊啊——
Type88(4)<Speaker>88式</Speaker>||<BGM>m_avg_tension</BGM>:謝爾久科夫你聽見了嗎？
SPS(2)<Speaker>謝爾久科夫</Speaker>||:聽見什麼？
Type88(4)<Speaker>88式</Speaker>||:那邊好像有求救的聲音……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:是嗎？可是我看那邊的海面風平浪靜的樣子……+我去拿望遠鏡確認一下。
()<Speaker></Speaker>||<黑点1>:謝爾久科夫小跑回放包的地點尋找望遠鏡。
()<Speaker></Speaker>||<黑点2><BIN>9</BIN>:88式獨自對著海面發呆。
Type88(4)<Speaker>88式</Speaker>||:是我太緊張導致聽覺系統出問題了嗎？+可是那聲尖叫那麼真實……
Type88(4)<Speaker>88式</Speaker>||:如果是真的話，那麼這個時間會在海中執行任務的只有先鋒搜查組。+而先鋒搜查組中的路易士正在海邊釣魚，那麼就只可能是R93了。
Type88(4)<Speaker>88式</Speaker>||:R93的外貌特徵是——
()<Speaker></Speaker>||:88式緊盯著海面，然後檢索了一下心智雲圖。
Type88(4)<Speaker>88式</Speaker>||:啊對，就是那邊海裡那種粉粉的頭髮！+等等……那是R93的頭？！
Type88(4)<Speaker>88式</Speaker>||:我該怎麼辦？！+應該衝過去救人嗎？
Type88(4)<Speaker>88式</Speaker>||:謝爾久科夫說過……+我背負著大家對我的信任……
Type88(4)<Speaker>88式</Speaker>||:……深呼吸。
()<Speaker></Speaker>||<黑屏1>:88式閉上了眼睛，在這一刻，空氣不再流動，浪花歸於平靜，天上鳴叫不休的海鳥也陷入沉默。
()<Speaker></Speaker>||<黑屏2><BIN>162</BIN>:……
()<Speaker></Speaker>||:88式睜開了眼睛，她衝向了大海，仿佛自己從來沒有畏懼過。
Type88(4)<Speaker>88式</Speaker>||:R93！+撐住，我來救你了！
()<Speaker></Speaker>||:88式努力地奔跑，鹹鹹的空氣撲面而來，清涼的浪花在腳下撲騰，就連喋喋不休的海鳥似乎都在為自己加油。
()<Speaker></Speaker>||:88式不管不顧地跑著，身體突然沉重了起來，每一步都需要非常用力才能邁得出去。+等到終於意識到哪裡不對勁的時候，88式發現海水已經淹到自己的胸口了。+一瞬間襲來的恐慌讓她腳下一軟。
Type88(4)<Speaker>88式</Speaker>||<BGM>BGM_Empty</BGM>:嗚啊……+冷靜下來，88式！
()<Speaker></Speaker>||:【反溺水配件啟動】+【系統警告：反溺水配件啟動失敗】
Type88(4)<Speaker>88式</Speaker>||:怎麼會這樣……+……不要……
()<Speaker></Speaker>||:【反溺水配件重啟】+【系統警告：反溺水配件重啟失敗】
Type88(4)<Speaker>88式</Speaker>||:救命啊！咳咳！+我……咕嘟嘟嘟……不會游泳！
Type88(4)<Speaker>88式</Speaker>||<BGM>GF_Memorial</BGM>:（嗚……就到此為止了嗎……）+（明明謝爾久科夫那麼耐心地培訓過我了……）+（我卻還是……什麼都不會……）+（我……一定讓她很失望吧……）
()<Speaker>謝爾久科夫</Speaker>||<Delay>:88式！我來救你了！
Type88(4)<Speaker>88式</Speaker>||:（嗚……謝爾久科夫！）+（她來救我了……）
Type88(4)<Speaker>88式</Speaker>||:謝爾久科夫！+我……咕嘟嘟……在這裡！
()<Speaker>謝爾久科夫</Speaker>||:我馬上趕到！
Type88(4)<Speaker>88式</Speaker>||:（這就是接受過專業訓練的樣子嗎？）+（為了救我，她這麼拼命地朝我游來……）
Type88(4)<Speaker>88式</Speaker>||:（誒？那是……烏鴉？）+（為什麼烏鴉叼著謝爾久科夫的行李袋還朝她瘋狂投放行李進行攻擊？）+（謝爾久科夫好像應付不過來了……）
()<Speaker>謝爾久科夫</Speaker>||:啊！咕嘟嘟嘟……我……+……小腿……故障了……咕嘟嘟……
Type88(4)<Speaker>88式</Speaker>||:（謝爾久科夫！）+（……不要！）
Type88(4)<Speaker>88式</Speaker>||<黑点1>:（我該怎麼辦？）+（謝爾久科夫的急救培訓內容……）+（快回想起來！快想起來啊，88式！）
SPS(2)<Speaker>謝爾久科夫</Speaker>||<黑点2><回忆>:我第一次執行海上任務的時候，也和你一樣驚慌失措。+不過，你比我強的是，你有勇氣表現你的恐懼和不安。+而我那個時候，表面強裝鎮定，實際上慌得不行。
SPS(2)<Speaker>謝爾久科夫</Speaker>||:那時候我的隊長不僅沒有嫌棄我，反而對我給予了信任。+要不是她的話，不僅那次任務我會失敗，現在可能也不會繼續執行海上任務了。+所以，當初她給我的這份信任，我也想交給你。
()<Speaker></Speaker>||:……
SPS(2)<Speaker>謝爾久科夫</Speaker>||<黑点1>:既然你無法避免不安緊張。+那就不要把你的緊張看做是你執行任務的阻礙，把它當做你的力量。
Type88(4)<Speaker>88式</Speaker>||<黑点2><关闭蒙版>:呼……
Type88(4)<Speaker>88式</Speaker>||:首先保持鎮靜，不要胡亂掙扎，找到自己的平衡。+然後努力把鼻子探出海面，淺呼氣，深吸氣。+現在繞到被救助者的背後，從背後環住。
Type88(4)<Speaker>88式</Speaker>||:好的，我抱住謝爾久科夫了。+現在再次把鼻子探出海面……
()<Speaker></Speaker>||:88式一邊感受著懷中乖乖配合的謝爾久科夫給予的信任和安全感，一邊慢慢接近海面。
()<Speaker></Speaker>||:在這個過程中，88式突然意識到了什麼。
Type88(4)<Speaker>88式</Speaker>||<BGM>BGM_Empty</BGM>:等等？
()<Speaker></Speaker>||:88式猛地站了起來，波光粼粼的海水剛好在自己的胸口下方低一些的位置。
Type88(4)<Speaker>88式</Speaker>||:……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:……
()<Speaker></Speaker>||:兩個狼狽不堪的少女沉重地朝岸邊走去。
()<Speaker></Speaker>||:在腳踩到柔軟乾燥的沙子之後，她們同時重重地栽倒在沙灘上。
SPS(2)<Speaker>謝爾久科夫</Speaker>||:……
Type88(4)<Speaker>88式</Speaker>||:……
SPS(2)<Speaker>謝爾久科夫</Speaker>||<BGM>m_avg_casual</BGM>:噗哈哈哈哈哈……
Type88(4)<Speaker>88式</Speaker>||:哈哈哈哈哈哈哈……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:這可真是……+我職業生涯中能排名前十的重大事故了哈哈哈……
Type88(4)<Speaker>88式</Speaker>||:不，這都是我的錯……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:如果不是你來救我，我們就要一起躺修理槽了。+果然對你給予信任是正確的選擇吧~
Type88(4)<Speaker>88式</Speaker>||:嗚……謝謝你，謝爾久科夫。+如果不是你的話，我可能還在大箱子裡瑟瑟發抖。+更別說有勇氣衝向海裡了……+雖然分分鐘就……
SPS(2)<Speaker>謝爾久科夫</Speaker>||:……我不會說出去的。+作為交換，我分分鐘故障的事……
()<Speaker></Speaker>||:……
()<Speaker></Speaker>||<黑屏1>:被陽光曬得暖洋洋的鬆軟沙灘上，兩個狼狽不堪的少女卻笑得比誰都開心。
