()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
BOSS-11(0)<Speaker>ドリーマー</Speaker>||:お喋りがしたいなら、それでもいいわよ。+口が減らないせいで死んでゆくのを録画しておいてあげる。//n戻ったら、次のあなたたちに見せるの。
BOSS-11(0)<Speaker></Speaker>||<黑点1>:無数の鉄血人形が丘の上へと出現した。//nよく見れば、どの人形も少なからず損傷を負っている。+包囲網から逃れた人形たちが、ここへと戻って来たのだ。+側面からの突然の攻撃に、軍の進攻は完全に阻まれた。//nとっくに満身創痍となっていた鉄血エリート人形たちは、//nやっとのことで撤退することができた。
BOSS-3(0)<Speaker>ハンター</Speaker>||<黑点2>:恩に着るぞ、撤退完了した。
BOSS-11(0)<Speaker>ドリーマー</Speaker>||:お礼は後よ。あたしに借りを作るのがどんなに恐ろしいか、//nせいぜい思い知るといいわ。+――ほら、そこのおバカちゃん、撤退するわよ。//nエージェントから恵んでもらった、最後のオモチャなんだから！
BOSS-11(0);BOSS-6(0)<Speaker>デストロイヤー</Speaker>||:あ～あ！せっかくのチャンスだったのに！……って、誰がバカよ！？
BOSS-11(0)<Speaker>ドリーマー</Speaker>;BOSS-6(0)||:ここで肥料になりたいんなら、反対しないけど？
BOSS-11(0);BOSS-6(0)<Speaker>デストロイヤー</Speaker>||:う～……ん？待って、何あれ？
BOSS-11(0);BOSS-6(0)<Speaker></Speaker>||:デストロイヤーは軍陣地の背後から舞い上がる砂埃を指さした。
BOSS-11(0)<Speaker>ドリーマー</Speaker>;BOSS-6(0)||<黑屏1>:さぁね。装甲か何かの……+いいえ、違うわ。もっと面白そうな……
()||<黑屏2><BIN>99</BIN><BGM>BGM_Empty</BGM>:軍陣地の最前線。
NPC-Soldier(0)<Speaker>装甲部隊将校</Speaker>||<BGM>BGM_War</BGM>:こちらジルコン、火砲のターゲットを調節されたし。//n繰り返す、火砲のターゲットを調節されたし。//n左翼より大量の鉄血部隊が出現。オーバー。
NPC-Soldier(0)<Speaker>？？？</Speaker>||:<color=#00CCFF>了解。火力制圧止め、戦線より離脱せよ。全部隊は13号に進攻ルートを譲れ。その後、私に続いて隔離壁の裂け目へと突入せよ。オーバー。</color>
NPC-Soldier(0)<Speaker>装甲部隊将校</Speaker>||:こちらジルコン、身分を名乗れ。オーバー。
NPC-Yegor(4)<Speaker>エゴール</Speaker><通讯框>;NPC-Soldier(0)||:<color=#00CCFF>こちらアース。前線でアンバー4台を指揮している。オーバー。</color>
NPC-Soldier(0)<Speaker>装甲部隊将校</Speaker>||:ジルコン了解、アウト！
()<Speaker></Speaker>||<黑点1>:4台の巨大な機甲が、その図体からは想像もつかない程の速さで、//n戦線の間を駆け抜けた。+それらは瞬く間に軍の最前線へとたどり着いた。//n鉄血により放たれた榴弾が、機甲の足元に着弾するも、//n速度を緩める気配はない。
NPC-Yegor(4)<Speaker>エゴール</Speaker>||<黑点2>:隔離壁の裂け目が狭すぎる、斉射で壁を吹き飛ばせ。
NPC-Yegor(4);NPC-Soldier(0)<Speaker>副官</Speaker>||:アンバー1了解！
NPC-Yegor(4);NPC-Soldier(0)<Speaker></Speaker>||<震屏><SE1>Explode</SE1>:（爆発音）+プラズマビームの発射に伴い、隔離壁の一部が轟音を立てて崩れた。
NPC-Yegor(4)<Speaker>エゴール</Speaker>||<黑屏1>:良くやった、同志たちよ。//nこちらアース、全突撃目標、潜水艦基地メインエレベーター。
()||<BIN>85</BIN><黑屏2>||<BGM>BGM_Empty</BGM>:数分前、グリフィンの臨時防衛線にて。
NPC-Kalin(0)<Speaker>カリーナ</Speaker>||<BGM>BGM_Room</BGM>:指揮官さま！AR小隊と合流できました！
NPC-Kalin(0)<Speaker>指揮官</Speaker>||:良かった！M4、聞こえる？
M4A1Mod(0)<Speaker>M4A1</Speaker><通讯框>;NPC-Kalin(0)||:<color=#00CCFF>聞こえています。申し訳ありません、指揮官……兵士が沿岸砲を起動するのを、完全には防げませんでした……</color>
M4A1Mod(0);NPC-Kalin(0)<Speaker>指揮官</Speaker>||:君は十分良くやったよ。そっちの状況は？
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-Kalin(0)||:<color=#00CCFF>僅かに損傷が見られますが、作戦は続行可能です。ダンデライオンとも合流できました。</color>
M4A1Mod(0);NPC-Kalin(0)<Speaker>指揮官</Speaker>||:それならいい。+現在の位置は？基地には入ったのか？+こちらは第二の入り口を爆破するつもりでいる。//nまだ撤退を終えていないのなら、早くするんだ。
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-Kalin(0)||:<color=#00CCFF>すでに基地に入っています。現在、爆破任務部隊と共に行動中です。彼女たちをサポートして、出来るだけ早く設置を終わらせます。</color>
M4A1Mod(0);NPC-Kalin(0)<Speaker>指揮官</Speaker>||:良かった。軍の情報は？
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-Kalin(0)||:<color=#00CCFF>軍は現在、鉄血と縺れ合っているはずです。ある程度、時間を稼いでくれるかと。</color>
M4A1Mod(0);NPC-Kalin(0)<Speaker>指揮官</Speaker>||:鉄血？
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-Kalin(0)||:<color=#00CCFF>話は長くなりますが、ダンデライオンが一部の鉄血を制御して、軍を防いでくれています。上手く行けば、このまま仕留められるかもしれません。</color>
M4A1Mod(0);NPC-Kalin(0)<Speaker>指揮官</Speaker>||:そうだと助かるよ……作戦を続けて。
M4A1Mod(0)<Speaker>M4A1</Speaker>;NPC-Kalin(0)||:<color=#00CCFF>了解。通信終了。</color>
NPC-Kalin(4)<Speaker>カリーナ</Speaker>||:指揮官さま……本当にこうする意味があるんでしょうか？//n基地の入り口を2つとも壊してしまったら、私たちまで出られなくなるんじゃ……
NPC-Kalin(4)<Speaker>指揮官</Speaker>||:ハーヴェルの言葉が嘘でないことを祈るよ。奴が約束を果たせなかったら、//n私たちのやってることは、自らコンクリート製の棺を造っているのと同じだ……+通信設備は列車と共に吹き飛んだ。//n今となっては、奴を問い詰めることすらできない。
NPC-Kalin(0)<Speaker>カリーナ</Speaker>||:指揮官さま、Kさんが目を覚ましてます。彼なら何か方法があるかも！
NPC-Kalin(0)<Speaker>指揮官</Speaker>||:いつの間に？
NPC-Kalin(0)<Speaker>カリーナ</Speaker>||:指揮官さまが爆破任務を手配していた時です。//n些細なことだと思って、お伝えしていませんでした。
NPC-Kalin(0)<Speaker>指揮官</Speaker>||<黑点1>:……あいつめ。まだ息がある内に、話をしておこう。
NPC-Jason(1)<Speaker>K</Speaker>||<黑点2>:ここはどこだ？
NPC-Jason(1)<Speaker>指揮官</Speaker>||:潜水艦基地の内部だ。我々は軍に包囲されている。//n今、入り口を爆破して時間を稼ごうとしているところだ。
NPC-Jason(1)<Speaker>K</Speaker>||:アンジェリアは？
NPC-Jason(1)<Speaker>指揮官</Speaker>||:まだ連絡がつかない。すでに捜索に向かわせてる。
NPC-Jason(1)<Speaker>K</Speaker>||:使えない奴め……
NPC-Jason(1)<Speaker>指揮官</Speaker>||:特に用がなければ、前線に戻るよ。
NPC-Jason(1)<Speaker>K</Speaker>||:グリフィンの指揮官、オレに聞きたいことはないのか？
NPC-Jason(1)<Speaker>指揮官</Speaker>||:これまでの経験によれば、君に何か聞いたところで、//n真っ向から答えてはくれないだろうさ。+それに、これまでの経験によれば、//n君にいわゆる支援なんてものは望めやしないだろうし。
NPC-Jason(1)<Speaker>K</Speaker>||:……
NPC-Jason(1)<Speaker>指揮官</Speaker>||:お互い時間を無駄にしたくはないだろう？
NPC-Jason(1)<Speaker>K</Speaker>||:双方にとって、有用となる火力支援を提供可能だ。
NPC-Jason(1)<Speaker>指揮官</Speaker>||:へぇ？+あのお偉方どもが火力支援をね。//nエゴールに握手を迫られるのと同じくらい、馬鹿げた話に聞こえるな。
NPC-Jason(1)<Speaker>K</Speaker>||:下らん比喩で当てこするのはやめろ。+確かにオレたちは、奴らにとって取るに足らない存在だ。//nだが、奴らの重視するモノを手に入れていれば話は変わる。
NPC-Jason(1)<Speaker>指揮官</Speaker>||:というと？
NPC-Jason(1)<Speaker>K</Speaker>||:まずは、アンジェリアが任務を遂行しているか確認せねば。
NPC-Jason(1)<Speaker>指揮官</Speaker>||:任務？
NPC-Jason(1)<Speaker>K</Speaker>||:とぼけるな。奴の名は機密事項だが、お前はとっくに耳にしてるはずだ。
NPC-Jason(1)<Speaker>指揮官</Speaker>||:「ウィリアム」のことか？
NPC-Jason(1)<Speaker>K</Speaker>||:フン、やっぱり知っていたか。+オレたちは基地にある奴の研究データを、くまなくかき集めなくてはならない。//nそれと、奴の居場所を割り出せる手がかりもだ。+その情報さえ手にできれば、あの傍観者どもを作戦に引き込める。+奴らがほんの少し指を動かすだけで、オレたちは危機を免れる。
NPC-Jason(1);NPC-Kalin(4)<Speaker>カリーナ</Speaker>||<BGM>BGM_Empty</BGM>:指揮官さま！新たな状況です！
NPC-Jason(1);NPC-Kalin(4)<Speaker>指揮官</Speaker>||:どうしたの？
NPC-Jason(1);NPC-Kalin(4)<Speaker>カリーナ</Speaker>||<BGM>BGM_Danger</BGM>:AR小隊より緊急報告です！+軍が見たこともない機甲で、第二の入り口に突入してきました。//nこちらの部隊とは交戦せずに、直接基地内部に突っ込んできたんです！+奴らを防げません！映像が来てます！
NPC-Jason(1);NPC-Kalin(4)<Speaker></Speaker>||:スクリーン上に、軍陣地の最前線を疾走する大型機甲が映し出された。//n彼らの戦車が遥か遠くに見える。
NPC-Jason(1);NPC-Kalin(4)<Speaker>指揮官</Speaker>||:一体何なんだこれは！？
NPC-Jason(1)<Speaker>K</Speaker>;NPC-Kalin(4)||:アレスだ、強化を施された強銃兵機甲。//n軍の指揮官自ら攻めて来たようだな。
NPC-Jason(1);NPC-Kalin(4)<Speaker>指揮官</Speaker>||:軍にこんなレベルの機甲が存在したのか？聞いたことも無い！
NPC-Kalin(4)<Speaker>カリーナ</Speaker>||:装甲ユニットまでついて来てます、どうしたらいいでしょう！？
NPC-Kalin(4)<Speaker>指揮官</Speaker>||:起爆しろ！
NPC-Kalin(4)<Speaker>カリーナ</Speaker>||:まだ爆薬の設置を終えてません！
NPC-Kalin(4)<Speaker>指揮官</Speaker>||:かまわない、今すぐ起爆するんだ！
NPC-Kalin(4)<Speaker></Speaker>||<SE1>Explode</SE1><震屏>:（爆発音）+爆発音が立て続けに鳴った。天井の埃がパラパラと降って来る。
NPC-Kalin(4)<Speaker>カリーナ</Speaker>||:抑え込めましたか？
NPC-Kalin(4)<Speaker>指揮官</Speaker>||:まだ後手を持っていたとは……AR小隊に連絡を！
NPC-Kalin(4)<Speaker>カリーナ</Speaker>||<黑点1>:わ……分かりました……！
M4A1Mod(0)<Speaker>M4A1</Speaker><通讯框>||<黑点2><SE1>AVG_tele_connect</SE1>:<color=#00CCFF>指揮官、聞こえますか？</color>
M4A1Mod(0)<Speaker>指揮官</Speaker>||:入り口の状況は？
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#00CCFF>爆薬は半分しか設置出来ていません、入り口のゲートは半壊状態です。</color>
M4A1Mod(0)<Speaker>指揮官</Speaker>||:ゲートにかまうな！AR小隊は反逆と重装部隊を率いて、//n基地内へと突入してきた機甲を追い払うんだ！//nそれとダンデライオンも連れて行け！
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#00CCFF>ですが、ゲートの防衛は……</color>
M4A1Mod(0)<Speaker>指揮官</Speaker>||:それについては私がなんとかする！機甲どもをこれ以上侵入させるな！
M4A1Mod(0)<Speaker>M4A1</Speaker>||:<color=#00CCFF>了解。すぐに行動開始します。</color>
()<Speaker></Speaker>||<SE1>AVG_tele_disconnect</SE1><BGM>BGM_Empty</BGM>:通信を終えると、新たに着信が入った。
NPC-AngeDamage(4)<Speaker>アンジェリア</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>まだ生きてる？指揮官。</color>
NPC-AngeDamage(4);NPC-Kalin(8)<Speaker>カリーナ</Speaker>||<BGM>BGM_Sneak</BGM>:ア……アンジェさんですか？
NPC-AngeDamage(4)<Speaker>アンジェリア</Speaker>;NPC-Kalin(8)||:<color=#00CCFF>良かった、グリフィンは完全に消滅してなかったようね。</color>+<color=#00CCFF>404小隊が私たちを見つけて封鎖を解いたわ。今なら作戦に加われる。</color>+<color=#00CCFF>凄い爆発音がしたけど、状況はどうなってるの？</color>
NPC-AngeDamage(4);NPC-Kalin(8)<Speaker>指揮官</Speaker>||:現在、入り口付近で軍の部隊を狙撃中だ。//n機甲ユニットが1体、基地内部へと突撃してきた。//n恐らくエゴール自ら指揮をしてるんだろう。+AR小隊が対処に向かってる、彼女たちのサポートを頼む。+入口を爆破しきれなかった。これより、軍の後続部隊と交戦する。
NPC-AngeDamage(4)<Speaker>アンジェリア</Speaker>;NPC-Kalin(8)||:<color=#00CCFF>Kは生きてる？</color>
NPC-AngeDamage(4);NPC-Jason(1)<Speaker>K</Speaker>||:ピンピンしてるぞ。
NPC-AngeDamage(4)<Speaker>アンジェリア</Speaker>;NPC-Jason(1)||:<color=#00CCFF>なら、あなたの方法とやらで、活路を開いてちょうだい。その見栄を張るためのキャリアが、真に役立つ時が来たんじゃない？</color>
NPC-AngeDamage(4);NPC-Jason(1)<Speaker>K</Speaker>||:実験室の状況はどうだ。
NPC-AngeDamage(4)<Speaker>アンジェリア</Speaker>;NPC-Jason(1)||:<color=#00CCFF>そっちが必要としてるモノは、全て手に入れた。それと、生きた試験体のサンプルもね。彼女たちを生きたまま連れ出すと約束するわ。</color>
NPC-AngeDamage(4);NPC-Jason(1)<Speaker>K</Speaker>||:フン、何とかしてみせるさ。
NPC-AngeDamage(4)<Speaker>アンジェリア</Speaker>;NPC-Jason(1)||:<color=#00CCFF>指揮官、AR小隊の指揮権限を渡してもらえる？どんな手を使ってでも、エゴールの下種野郎を徹底的に叩きのめしてやるわ。</color>
NPC-AngeDamage(4)<Speaker>指揮官</Speaker>||:分かった、生きて戻れ。
NPC-AngeDamage(4)<Speaker>アンジェリア</Speaker>||<SE1>AVG_tele_disconnect</SE1><黑屏1>:<color=#00CCFF>努力するわ。アンジェリア、アウト。</color>
