()||<BIN>9</BIN><黑屏1>0,10</黑屏1><BGM>BGM_Empty</BGM>:……
AR15Mod(5);NPC-Machlian(6)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||<BGM>m_avg_tension</BGM>:……ロビン。+私なんかのために……自分を危険な目に晒す必要はありません。
AR15Mod(5);NPC-Machlian(6)<Speaker>指揮官</Speaker><Position>0,-50</Position>||:もし中に待ち伏せがいるとすれば、きっと外からの挟撃もある。+そうなれば、むしろ地上にいる方が危険だ。+パラデウスが相手なら、ダンデライオンの傍にいる方がずっと安全だ。
NytoIsomer(7)<Speaker>ダンデライオン</Speaker>;NPC-Machlian(6)<Position>0,-50</Position>||:照れるわね。
AR15Mod(3)<Speaker>ST AR-15</Speaker>;NPC-Machlian(6)<Position>0,-50</Position>||:そんな風には見えないけど。
NPC-Machlian(6)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||:……
NPC-Machlian(8)<Speaker>マハリアン</Speaker><Position>0,-50</Position>||:……ありがとう、ロビン。
()<Speaker>指揮官</Speaker>||:みんな最後にもう一度マップチェックを。+ダンデライオンが詳しい地形図を提供してくれたおかげで、//nあらかじめ潜入及び撤退のルートを立てることができた。+今度こそボーン村の二の舞は踏まない。+速戦即決だ。
RO635Mod(0)<Speaker>RO635</Speaker>||:はい。
VP1915(0)<Speaker>VP1915</Speaker>||:了解。
()<Speaker>指揮官</Speaker>||:45？
UMP45Mod(0)<Speaker>UMP45</Speaker><通讯框>||<SE1>AVG_tele_connect</SE1>:<color=#00CCFF>こっちなら心配無用。</color>+<color=#00CCFF>臨機応変に動くわ、指揮官。</color>
UMP45Mod(0)<Speaker>指揮官</Speaker><通讯框>||:では、皆準備はいいな？+作戦開始だ。
RO635Mod(0)<Speaker>RO635</Speaker>||<黑屏1>:はい！
